energy_kwh,machine_runtime_hours,furnace_usage,cooling_load,shift_hours,co2_kg
3595.94,6.78,0.99,207.21,12,1965.37
2118.31,9.22,4.51,309.55,12,1372.09
5608.85,9.75,0.43,138.18,12,2949.79
6114.0,19.49,10.52,241.96,24,4849.43
6782.81,9.22,0.55,553.45,16,4011.67
18620.49,23.31,0.56,843.84,24,12151.35
11077.77,18.19,0.64,305.77,24,7155.84
4106.17,7.11,0.78,189.89,8,2040.24
9586.12,14.08,0.14,999.82,16,5735.41
10573.6,15.03,1.27,26.34,24,6751.13
7323.17,6.93,0.79,433.86,12,3964.57
4840.39,9.11,0.4,559.91,12,2729.89
3651.03,4.03,1.75,185.46,8,1843.07
2013.07,6.87,0.68,121.24,8,1017.54
4797.47,8.64,0.41,65.77,12,2502.68
9826.41,20.63,1.9,358.79,24,6504.74
11101.3,13.6,0.61,188.99,16,6231.34
14849.91,14.62,1.43,246.48,24,9557.78
9628.31,12.19,1.54,319.5,16,5524.56
5650.61,11.29,1.34,894.15,12,3317.16
3182.75,10.48,0.23,637.11,16,2049.68
6409.29,11.62,0.86,150.37,12,3380.47
15013.19,8.02,2.13,42.27,16,8397.3
6950.2,15.6,1.1,139.94,24,4522.57
2460.97,14.52,0.98,25.02,16,1415.8
3192.67,6.38,0.28,661.59,8,1777.19
4495.87,7.53,0.61,394.04,12,2491.54
5368.35,22.72,0.97,166.6,24,3533.28
5657.67,4.18,0.32,218.86,8,2778.5
7111.22,11.71,0.22,469.44,12,3850.93
10017.86,15.78,2.78,319.57,24,6679.5
5281.96,6.03,0.5,456.02,8,2695.23
3319.16,7.38,1.33,382.45,12,1907.85
3044.65,7.58,0.46,206.24,8,1535.57
8951.28,4.74,5.04,108.36,8,4401.59
4073.04,6.52,0.14,116.12,8,1982.34
8847.68,13.32,1.03,395.9,16,5103.3
7491.6,10.34,3.77,207.94,12,4060.77
7879.85,11.72,0.55,67.67,16,4399.46
2709.64,8.29,1.87,1042.64,12,1888.54
11933.15,12.89,0.23,171.04,16,6662.93
15850.89,23.08,1.62,85.34,24,10119.76
6327.53,8.38,5.03,458.39,16,3941.32
12295.4,17.96,2.2,618.72,24,8210.84
9759.05,10.65,0.09,943.6,16,5803.07
1357.02,4.73,1.76,58.25,8,704.76
3241.04,8.29,1.23,141.47,12,1764.18
2459.14,5.27,6.49,275.06,8,1413.17
8104.51,12.03,5.14,246.54,16,4831.11
16884.91,19.96,0.44,361.33,24,10807.5
3230.7,9.16,0.59,290.9,12,1798.69
2593.36,4.55,1.93,122.02,8,1320.27
16569.21,21.63,5.04,325.74,24,10982.59
2916.83,10.77,2.37,68.44,16,1755.68
6777.62,19.85,2.73,42.26,24,4502.82
13819.35,18.06,4.87,592.01,24,9378.66
6393.43,4.1,2.19,129.95,8,3133.77
7381.55,15.22,3.24,144.57,16,4293.08
4014.98,6.32,1.48,239.05,8,2030.91
12972.93,14.74,0.84,167.96,24,8290.8
3755.59,7.89,0.89,163.77,8,1866.05
11058.47,10.54,1.82,172.26,12,5807.67
6680.57,7.41,0.16,90.13,8,3211.34
3658.56,7.27,0.59,278.84,8,1857.84
7191.25,10.65,2.25,122.81,16,4129.17
2047.95,7.73,1.57,1652.32,8,1642.54
15693.27,20.21,0.03,351.08,24,10020.27
4831.87,22.97,0.84,347.47,24,3277.4
8259.48,6.99,2.88,39.71,8,4000.27
10049.77,8.06,1.35,142.17,16,5668.11
6452.93,10.4,1.9,423.78,16,3839.2
16279.11,18.96,1.62,306.34,24,10499.99
6472.96,13.19,0.77,133.94,16,3664.6
2870.68,10.23,2.92,260.1,12,1682.37
6768.22,15.79,1.88,347.8,16,3978.17
6328.14,11.0,0.1,166.93,12,3319.19
3740.94,10.88,0.11,49.85,12,1943.5
7614.61,6.3,0.32,79.38,8,3654.31
9768.15,11.89,5.32,493.36,16,5867.05
6285.88,5.36,1.9,158.77,8,3087.57
6037.7,11.34,0.67,326.83,16,3505.98
9300.43,16.32,0.84,249.54,24,6029.35
6498.93,7.28,0.47,433.82,8,3264.02
13401.65,21.73,0.38,356.22,24,8616.26
3495.19,4.14,3.37,78.98,8,1762.98
5178.6,7.35,5.06,329.92,12,2969.57
16476.67,13.39,1.3,125.07,24,10505.11
6880.15,9.12,1.16,497.31,16,4070.81
5342.05,14.4,0.57,275.86,16,3094.88
2804.97,11.71,1.01,64.39,12,1500.8
3029.81,11.86,6.99,133.65,16,2076.57
3683.87,7.48,1.29,34.29,8,1790.67
5306.68,6.37,0.36,344.78,12,2878.07
4561.6,7.56,1.46,310.18,8,2317.48
17167.54,8.57,0.2,409.83,16,9652.08
3299.75,7.58,2.03,402.96,12,1930.75
6271.45,6.63,2.39,91.03,12,3337.96
4572.14,6.78,0.51,251.89,12,2467.97
9229.06,11.71,0.46,354.77,12,4897.99
3263.24,6.37,4.18,177.64,8,1708.15
13712.0,12.38,1.01,88.07,24,8727.65
2350.73,8.55,0.96,26.15,12,1250.05
5200.19,12.17,2.45,430.38,16,3179.62
6270.81,15.28,2.46,189.47,16,3662.26
5901.62,8.02,0.8,27.4,12,3066.86
2185.9,10.24,1.43,215.52,16,1371.84
7588.22,15.97,0.83,249.28,16,4333.57
3213.24,19.54,3.46,512.38,24,2568.73
2812.68,7.18,0.38,73.01,8,1372.33
2806.71,11.79,2.15,278.86,12,1630.34
13050.78,13.87,0.02,184.91,24,8278.87
7293.28,9.48,0.54,121.9,12,3810.84
2297.97,4.89,3.13,371.96,8,1301.89
6596.21,11.82,4.16,307.47,16,3978.98
5919.4,11.47,0.7,298.59,12,3185.24
4899.92,7.65,0.14,161.29,8,2392.65
2182.39,8.36,2.45,554.83,12,1435.3
3944.81,6.8,3.17,220.6,12,2225.45
3326.91,5.03,6.19,61.07,8,1736.42
10105.31,23.95,0.14,112.72,24,6404.95
4095.16,6.63,0.5,366.96,8,2097.2
3601.83,5.88,0.72,498.97,8,1918.41
4947.81,7.95,2.12,739.87,8,2680.56
2345.06,11.15,1.34,187.55,16,1442.45
8609.36,9.62,2.01,253.98,16,4957.19
2220.87,4.2,1.82,26.62,8,1104.26
3743.04,7.13,1.27,155.62,8,1865.14
13792.22,10.18,1.78,632.52,16,7970.47
17980.19,14.53,0.5,112.14,24,11372.61
7839.47,12.48,0.23,253.28,16,4443.88
16194.42,14.74,2.04,69.79,24,10362.23
13492.28,20.99,0.19,294.53,24,8625.55
9588.96,20.3,2.05,477.11,24,6428.61
8567.73,12.61,0.2,196.97,16,4818.66
5303.6,5.99,2.82,497.85,8,2771.29
15140.26,20.24,1.64,251.51,24,9759.96
8747.03,10.93,0.35,291.52,16,4967.05
2546.01,6.28,0.0,312.84,8,1329.81
16875.09,12.64,0.48,646.41,16,9610.92
2738.76,8.78,3.22,665.4,12,1793.44
2738.53,8.37,0.37,357.9,12,1566.44
4138.3,5.05,0.17,412.98,8,2128.43
5430.96,4.26,0.33,262.32,8,2687.67
5753.01,11.68,2.91,67.19,16,3344.46
10068.59,9.15,1.8,102.86,16,5683.42
3667.36,7.65,1.02,7.36,8,1766.78
18817.79,15.2,4.57,6.43,24,12189.97
8460.01,7.88,1.45,196.32,8,4125.09
1262.04,6.55,1.07,74.14,8,650.93
4518.31,4.31,1.39,355.79,8,2313.08
9144.8,6.21,0.07,121.42,12,4744.36
5061.93,15.96,1.16,334.89,16,2996.31
3317.91,11.43,0.01,215.9,12,1792.24
19501.64,17.35,0.44,325.57,24,12430.18
7604.42,13.42,0.21,519.35,16,4432.33
8747.39,7.85,1.27,439.87,8,4351.7
8361.06,12.0,2.36,145.48,16,4789.06
3743.54,6.03,0.42,147.2,8,1843.87
8568.9,7.67,3.31,77.14,8,4170.8
5771.58,5.31,0.48,42.61,8,2768.1
3738.21,6.08,3.59,338.29,8,1982.92
1953.25,6.74,4.17,70.45,8,1044.31
6941.13,22.41,0.3,547.83,24,4655.88
2847.98,5.84,0.14,660.84,8,1610.12
5578.31,8.63,0.65,348.48,16,3261.75
3973.19,4.79,0.56,533.81,8,2104.84
8498.52,9.95,0.59,86.8,12,4416.49
6362.87,13.27,3.06,403.97,16,3838.43
5006.37,5.41,4.55,177.28,8,2543.89
10099.12,14.0,1.57,46.49,24,6489.18
4057.54,11.73,0.1,152.91,12,2148.64
13429.44,14.96,1.03,768.55,16,7793.89
6600.73,7.32,0.23,387.65,8,3289.43
3815.7,12.87,4.64,478.2,16,2546.89
7704.65,10.19,0.48,52.81,12,3991.2
6209.57,10.47,0.73,510.01,16,3685.31
5998.92,23.33,3.47,742.38,24,4433.44
10826.3,12.19,0.59,217.38,24,6949.01
6722.88,8.2,0.01,179.94,12,3523.89
12251.73,17.62,0.68,205.26,24,7843.92
3264.42,12.34,0.58,33.79,16,1842.72
2375.1,10.05,4.77,336.62,12,1524.18
6397.21,10.51,2.14,99.05,16,3675.32
5873.82,6.09,0.41,171.97,8,2865.11
6683.12,12.78,7.82,288.39,24,5000.99
23745.8,10.54,0.66,397.01,16,13294.27
8536.88,14.13,0.27,75.9,16,4750.97
16847.77,11.42,1.84,377.3,16,9543.34
4600.81,11.9,0.52,168.25,12,2448.31
17508.25,12.05,0.19,164.48,24,11077.22
6825.72,20.7,1.7,271.4,24,4561.6
4514.62,6.58,2.07,266.01,8,2291.21
5453.55,7.06,0.15,64.98,8,2618.7
6825.35,4.53,0.93,190.46,8,3335.31
11538.1,10.13,0.21,194.16,16,6454.47
12161.39,13.41,1.34,207.92,24,7844.95
3772.8,10.63,6.02,127.16,16,2435.29
5201.27,4.61,0.9,142.06,8,2544.67
6002.32,13.07,1.64,188.93,16,3473.42
5275.56,4.25,2.12,72.56,8,2579.23
9523.15,11.13,2.45,222.73,16,5468.54
8707.2,6.76,0.31,293.54,12,4599.69
3669.04,7.33,1.33,189.35,8,1844.14
2756.41,4.15,2.39,291.39,8,1472.62
14373.42,10.7,1.02,178.05,16,8049.96
13679.94,23.8,0.07,279.79,24,8725.23
11565.76,16.45,3.84,103.04,24,7630.52
22993.17,19.24,1.63,86.98,24,14599.18
5180.48,6.51,1.18,161.22,12,2765.57
11739.28,7.17,0.51,184.32,12,6116.68
2868.83,6.86,0.26,321.82,8,1492.08
3070.21,5.0,1.14,182.78,8,1553.19
1229.54,4.27,1.47,0.85,8,615.93
6202.14,9.49,0.1,484.94,12,3386.74
10827.03,20.3,0.45,214.5,24,6935.55
3503.15,5.48,0.61,197.99,8,1753.26
4304.0,5.98,0.14,124.42,8,2095.4
7151.57,14.55,0.92,139.95,16,4049.03
4384.88,7.3,0.61,80.29,12,2304.0
9178.76,13.06,4.24,331.28,24,6283.18
9593.4,7.17,1.05,150.53,8,4637.39
11900.9,13.77,0.26,368.56,16,6735.15
2964.33,6.73,1.54,170.61,8,1506.84
8277.36,8.04,1.38,515.42,12,4508.36
4620.3,6.46,0.06,546.37,12,2599.54
11261.13,18.06,2.37,174.47,24,7350.51
2681.21,9.8,0.33,180.17,16,1574.37
8241.71,9.13,0.04,294.43,12,4351.95
22307.47,21.29,2.65,295.09,24,14362.15
10505.24,10.2,0.51,120.72,16,5867.52
4787.74,8.9,0.43,443.36,12,2655.5
11261.51,4.47,5.99,252.73,8,5574.87
4558.1,9.72,0.61,342.75,12,2502.09
13946.58,13.13,1.58,66.06,24,8912.15
5038.91,20.75,0.03,677.86,24,3506.12
6971.66,11.49,2.61,276.6,12,3782.12
3498.44,8.19,1.23,179.27,16,2069.04
8386.15,8.91,0.94,264.65,12,4444.69
7683.0,19.48,1.25,366.55,24,5109.27
4684.91,4.77,0.91,330.63,8,2372.09
16566.99,13.86,3.68,167.91,16,9386.23
3919.0,13.25,1.22,421.63,16,2408.42
24266.16,21.1,0.88,226.46,24,15404.49
7161.07,13.95,2.38,310.61,16,4202.64
14725.82,14.09,2.77,163.99,24,9551.68
5254.5,5.71,5.23,193.63,8,2682.65
1134.91,5.2,1.38,98.5,8,606.62
17157.78,11.54,0.52,102.9,16,9525.97
3683.04,4.94,1.96,651.88,8,2042.39
5456.39,5.81,0.37,386.58,8,2748.52
4652.72,11.63,0.14,827.54,12,2735.84
2832.61,10.72,0.08,151.09,12,1518.82
9983.88,16.83,1.02,388.2,24,6544.15
7331.9,10.06,1.87,135.74,12,3882.77
5190.84,12.33,2.5,738.5,16,3314.43
10509.38,23.77,0.58,720.45,24,7004.66
6012.46,4.07,0.72,196.36,8,2946.88
8028.82,4.66,4.52,226.59,8,3997.9
12808.32,9.83,1.33,79.19,12,6649.96
2288.21,6.22,0.05,24.41,8,1097.31
13747.89,13.04,0.77,263.2,16,7730.73
9967.26,15.71,3.9,310.37,16,5824.48
3573.86,7.38,2.66,106.81,8,1795.74
16044.4,15.74,3.0,280.05,24,10457.17
6074.88,14.48,3.2,492.05,16,3726.33
4089.68,6.11,0.4,683.46,12,2396.13
8089.93,10.21,1.28,132.96,12,4250.03
11407.37,13.58,2.33,130.62,16,6459.67
3066.0,5.62,5.39,536.46,8,1778.39
5858.24,13.12,1.77,124.4,16,3371.33
8557.47,20.16,1.91,438.68,24,5750.26
10359.31,15.18,4.11,513.13,24,7105.37
2558.1,6.81,1.86,28.35,8,1265.81
25987.58,12.16,5.77,146.47,24,16858.36
9133.54,6.49,0.09,62.59,12,4714.78
10479.31,11.39,3.04,315.0,12,5612.58
5665.92,8.85,0.56,470.19,16,3359.96
6987.84,8.58,0.1,556.71,16,4103.74
8319.43,16.61,0.79,98.56,24,5333.62
3878.59,5.84,1.79,173.1,8,1947.33
8090.95,13.15,0.16,68.83,24,5121.54
8406.74,7.84,0.79,476.31,12,4538.29
7898.37,10.04,1.34,122.97,12,4149.39
4319.78,13.13,1.6,422.23,16,2648.49
6491.5,5.08,0.29,434.78,8,3257.13
12153.18,13.82,0.12,269.42,24,7767.04
8298.87,15.89,1.02,341.9,16,4776.3
12835.51,12.2,0.82,298.78,24,8269.45
7422.66,11.4,0.81,246.09,12,3938.4
5941.81,4.89,1.42,83.78,8,2885.08
4485.8,9.38,0.32,178.26,12,2386.39
17887.14,14.91,0.3,551.18,24,11520.49
5981.63,8.84,0.12,319.79,12,3205.86
6486.42,20.87,0.06,397.56,24,4273.86
5968.8,12.9,1.4,522.52,16,3591.69
5223.44,23.56,0.37,129.03,24,3371.67
5694.96,7.25,0.96,218.53,12,3045.79
14398.79,9.98,1.0,76.34,12,7453.22
5550.97,7.08,0.45,467.67,12,3057.87
9130.89,14.88,0.33,204.41,24,5856.82
16403.08,14.95,3.47,176.7,24,10669.18
4772.67,11.72,1.51,110.82,12,2546.79
13185.71,14.22,3.03,241.64,24,8647.41
5741.69,8.16,1.05,267.75,16,3335.25
4208.08,7.81,2.22,80.5,12,2269.2
1666.63,6.32,1.58,361.63,8,964.65
4847.59,8.68,0.39,157.1,12,2565.8
8754.94,6.27,0.55,104.74,12,4553.93
6952.92,9.39,1.33,690.45,16,4205.42
9906.36,12.27,2.08,106.25,24,6441.66
1475.19,7.59,2.29,404.95,8,905.62
4461.0,6.23,3.02,92.73,12,2431.89
3247.13,7.17,1.83,379.65,12,1887.37
4118.82,11.23,3.79,136.08,12,2301.02
5647.91,8.94,2.18,127.32,12,3025.96
4670.79,5.09,0.44,548.53,8,2439.3
1243.53,4.43,1.65,110.22,8,668.46
2501.79,8.47,0.07,15.7,16,1388.74
5744.38,5.83,0.0,109.66,8,2770.85
4955.4,8.07,0.36,380.23,12,2712.79
17523.74,15.63,6.2,521.26,16,10196.78
4899.59,9.9,0.56,139.62,12,2591.06
7263.07,8.5,0.44,1088.22,16,4509.65
6436.53,7.0,0.48,556.18,8,3281.78
5228.01,10.74,0.49,669.4,16,3203.77
6394.68,10.08,3.34,616.93,12,3653.03
7562.32,10.74,0.54,299.8,12,4022.92
5026.94,7.88,0.16,95.72,12,2624.21
3373.9,5.99,0.05,237.3,8,1695.06
9396.41,14.78,2.2,131.24,24,6145.12
7581.92,8.78,0.75,196.63,12,3997.41
18585.23,13.63,5.07,333.16,16,10641.51
5464.07,7.18,4.51,288.64,12,3079.81
8115.57,19.69,7.09,350.59,24,5868.68
5444.81,9.83,0.07,216.04,12,2885.61
6247.33,12.24,1.79,712.97,24,4431.3
11277.88,19.01,2.23,396.38,24,7461.89
5076.18,10.57,1.89,535.43,12,2892.37
9504.09,14.08,5.84,327.66,16,5673.33
5335.53,12.18,0.37,365.31,16,3121.48
1951.93,6.21,1.83,251.09,8,1063.11
3107.06,5.22,2.49,264.93,8,1631.29
3061.91,10.67,0.17,305.56,12,1703.84
4845.4,7.89,1.62,317.48,8,2458.54
2726.26,7.9,0.83,155.27,12,1491.86
1713.06,7.15,0.02,591.86,8,1041.9
3240.34,7.15,4.88,120.4,12,1881.7
15768.06,15.89,0.29,478.93,16,8916.32
12923.54,14.56,2.35,512.21,16,7466.35
5042.47,11.42,1.42,374.75,12,2792.08
12342.56,11.33,2.02,263.74,16,7019.22
3199.47,5.54,0.95,197.08,8,1616.09
19038.25,21.68,0.26,103.26,24,12011.74
9934.3,23.84,0.94,140.53,24,6380.08
19600.19,24.0,0.21,334.43,24,12476.93
5521.06,6.69,0.11,187.85,12,2914.27
5116.42,6.03,0.63,798.01,12,2978.25
5783.21,12.3,3.93,192.1,24,4057.63
6658.08,13.19,1.95,310.77,24,4498.22
6141.86,10.4,0.32,181.67,12,3237.59
7458.72,10.25,0.26,189.33,16,4207.09
5090.92,6.96,0.02,364.85,8,2559.12
1984.2,5.08,1.34,261.75,8,1072.04
6078.7,4.44,1.99,82.99,8,2962.1
10055.99,14.53,1.18,101.81,16,5645.2
8159.54,11.67,5.76,177.82,12,4459.86
16480.78,14.68,0.53,219.73,24,10489.78
8234.08,11.79,8.31,228.71,12,4607.78
6572.94,11.01,0.02,380.21,12,3530.88
2052.77,4.46,3.28,144.76,8,1101.05
3988.75,7.91,5.48,602.72,8,2244.28
6414.09,10.24,0.78,172.47,12,3389.27
30722.61,15.69,1.67,211.68,24,19512.36
16408.52,19.26,0.5,391.05,24,10529.17
6435.98,15.3,0.5,285.19,24,4222.69
7532.03,13.79,0.43,63.28,16,4199.75
3229.02,7.2,2.73,16.07,8,1598.57
2179.01,4.52,1.76,389.64,8,1222.8
5368.8,12.96,0.49,91.91,24,3454.34
7042.16,11.87,0.87,321.44,16,4066.92
16596.83,16.5,0.07,287.36,24,10558.09
4902.84,10.23,1.0,170.97,12,2621.09
3466.09,7.71,0.04,42.28,8,1663.44
5032.14,5.76,4.9,443.97,8,2666.31
7189.07,15.4,1.32,157.59,16,4097.36
3610.26,5.64,0.83,180.37,8,1802.21
9379.56,12.63,2.5,467.78,16,5501.38
5512.9,10.78,0.05,189.74,16,3124.9
5157.74,6.42,0.5,63.51,12,2689.87
5316.01,6.05,2.6,71.8,8,2608.54
10004.19,7.52,2.34,61.28,8,4825.73
4266.17,7.5,0.51,330.14,8,2164.49
22049.91,20.25,0.54,618.75,24,14185.52
11897.45,19.28,0.64,224.21,24,7628.02
6378.22,13.06,3.73,220.08,24,4427.56
4163.23,15.21,1.54,679.24,16,2673.95
7978.74,10.1,1.4,340.57,12,4283.31
7365.86,7.68,0.44,293.71,8,3621.24
5934.37,6.39,1.14,144.15,8,2898.76
6890.34,21.39,1.38,264.6,24,4571.96
3795.82,7.28,0.91,989.05,8,2203.32
4804.24,6.37,2.66,9.34,12,2560.85
13818.62,23.28,0.66,87.43,24,8764.89
7841.95,10.74,1.43,286.71,16,4519.86
3751.19,8.37,5.61,272.67,16,2467.78
5585.04,18.4,4.02,536.87,24,4116.13
9572.63,10.9,2.3,151.44,16,5456.77
3101.34,5.18,0.05,268.95,8,1577.68
9941.26,9.73,2.33,336.37,16,5743.74
5962.59,15.16,0.05,119.3,16,3341.19
6145.76,13.51,2.38,295.91,16,3636.84
5897.77,11.79,1.08,499.45,12,3270.63
5793.35,10.81,1.37,431.54,16,3452.84
7169.71,4.82,2.46,857.25,8,3788.41
7527.52,14.21,0.1,751.38,24,5110.35
9315.0,7.28,1.17,647.03,12,5088.26
10760.11,15.51,2.18,380.49,16,6207.38
3922.82,9.49,0.72,470.93,16,2407.47
14198.93,16.81,0.35,92.92,24,8979.97
6282.09,9.51,1.62,271.53,16,3663.46
3472.99,8.15,0.27,131.06,12,1845.49
8782.01,21.28,0.27,244.82,24,5653.26
5375.05,12.81,0.52,288.94,16,3116.45
14819.9,21.04,0.47,40.1,24,9352.7
8269.97,12.73,1.07,208.56,16,4703.24
23037.83,15.05,0.26,245.31,24,14591.68
3076.79,11.53,0.01,175.21,16,1773.83
7347.58,18.02,1.61,249.42,24,4870.6
2238.26,7.97,0.94,467.45,8,1263.32
4389.43,7.9,0.2,376.15,8,2234.02
6241.48,13.38,1.28,485.11,16,3719.42
4379.55,7.59,1.36,597.44,12,2542.19
7319.35,11.45,1.85,266.36,12,3929.7
3060.99,7.64,0.47,269.81,8,1568.01
5871.83,6.36,0.07,99.27,12,3056.05
20426.31,15.1,3.55,226.56,24,13224.13
17774.41,19.16,1.55,63.39,24,11308.08
5497.43,6.52,0.44,230.47,8,2709.35
7545.11,11.69,1.1,99.97,16,4256.48
2373.84,19.44,3.75,78.68,24,1846.72
3894.81,7.48,1.6,79.87,8,1915.04
3537.63,6.68,2.68,85.58,8,1770.71
7320.68,10.34,3.7,225.99,12,3978.1
8214.02,11.56,0.7,926.98,16,4974.58
3528.51,4.01,2.28,625.79,8,1965.96
22695.91,13.61,1.27,190.73,24,14434.87
4027.47,8.39,0.51,265.41,16,2362.9
26687.42,15.89,0.06,404.24,24,16943.84
10291.54,14.35,0.8,237.43,24,6641.12
10954.0,16.92,2.11,160.99,24,7128.83
10533.74,8.56,2.22,85.9,16,5952.81
12276.56,14.94,3.74,581.74,24,8310.2
5811.52,4.95,1.98,134.35,8,2854.61
9235.84,9.89,1.13,483.5,16,5361.21
2852.93,4.34,1.45,516.16,8,1585.0
10819.94,19.33,0.3,679.57,24,7154.69
12537.88,16.64,0.06,102.02,24,7918.08
3286.55,10.19,0.0,318.22,16,1953.13
12278.17,12.23,5.62,102.05,16,7090.43
8768.75,6.04,0.88,379.66,12,4686.72
7006.93,21.95,1.0,224.33,24,4592.16
7288.29,11.11,0.41,295.63,16,4168.29
2266.56,5.74,2.19,231.07,8,1212.51
4061.85,6.02,1.2,696.39,12,2414.93
6008.21,11.11,1.73,304.79,16,3532.68
3804.92,7.04,1.7,477.97,12,2209.58
7991.76,8.94,1.96,256.38,16,4615.34
2888.71,5.06,0.24,133.75,8,1428.77
9201.93,22.24,0.15,171.27,24,5869.18
3485.95,9.57,0.13,525.83,16,2162.04
11260.79,13.41,0.32,718.56,16,6541.59
9212.37,15.3,1.41,300.17,16,5280.4
16137.09,16.25,3.11,266.81,24,10517.49
14109.33,20.46,1.43,339.4,24,9140.21
2582.6,7.49,0.05,51.73,8,1247.66
2099.54,13.77,0.41,80.89,16,1213.59
8585.77,8.01,0.61,421.02,16,4948.91
17025.96,15.67,0.81,187.44,16,9505.52
16731.51,23.72,1.27,242.39,24,10722.07
12365.37,15.03,1.06,76.7,16,6900.18
10557.22,15.08,0.38,191.47,16,5921.4
3583.37,20.98,0.17,392.62,24,2460.65
10390.91,18.0,0.54,419.91,24,6774.49
4389.54,10.48,0.48,400.89,12,2435.07
4588.66,10.1,0.71,519.84,16,2795.89
3835.96,5.64,0.37,532.37,8,2034.93
16267.43,12.25,1.22,129.34,16,9081.62
2689.01,7.52,3.0,132.89,12,1539.06
6888.45,10.82,1.34,20.11,16,3871.38
13124.37,17.83,2.91,66.22,24,8509.92
12932.3,15.4,1.84,197.92,24,8365.15
12135.33,14.63,0.15,82.66,16,6730.8
6495.18,10.41,0.2,164.68,12,3407.55
3549.74,5.93,2.08,165.54,8,1794.41
2432.18,11.71,1.58,431.33,12,1481.8
10249.77,17.75,4.68,380.06,24,7016.7
3762.16,11.72,2.91,52.46,12,2052.74
7854.05,10.26,1.72,161.84,12,4156.17
7969.61,19.82,0.16,122.55,24,5072.55
9864.21,11.18,1.26,333.52,16,5646.97
12103.04,16.71,0.83,106.18,24,7713.33
11679.48,10.49,3.49,364.4,12,6264.32
10948.86,12.16,0.13,312.03,16,6178.53
2725.93,4.21,0.1,21.26,8,1305.15
7778.64,10.61,0.16,473.77,16,4505.68
2587.47,7.7,1.08,165.42,8,1315.98
5054.91,16.35,0.59,245.69,24,3344.54
4565.9,7.1,1.2,192.07,12,2463.7
6002.53,6.73,0.33,15.62,12,3097.21
2642.61,7.64,4.48,160.68,8,1413.08
2760.14,4.27,0.69,155.87,8,1385.92
9619.79,17.86,0.56,62.16,24,6110.73
9590.87,7.07,0.74,296.25,12,5068.92
20413.81,16.29,2.47,83.29,24,13051.15
9828.0,13.47,2.42,378.16,16,5704.64
5599.95,11.03,0.6,224.14,16,3215.51
2302.43,7.96,1.69,89.82,8,1164.46
2658.19,6.72,1.02,205.1,8,1363.38
7363.6,9.46,0.55,455.71,16,4288.4
2384.56,7.6,0.22,360.39,8,1276.12
11749.51,9.77,0.19,308.65,16,6621.36
2713.81,4.77,3.27,329.88,8,1486.08
4164.72,8.82,3.2,120.03,12,2297.47
1255.0,7.45,0.87,115.7,8,659.26
8924.16,23.93,0.29,472.07,24,5859.64
4123.42,15.6,0.59,530.84,16,2538.2
5136.25,14.27,0.84,258.68,16,2987.3
6828.79,9.42,1.75,105.1,16,3896.85
11307.16,14.51,0.75,26.8,16,6279.69
13584.82,11.9,0.54,443.7,12,7172.13
3447.2,7.06,1.95,15.55,8,1685.3
1771.35,11.66,1.05,263.53,16,1146.15
12308.24,19.27,1.53,215.89,24,7956.97
6558.91,8.58,1.96,438.74,16,3907.25
15375.26,22.65,1.02,173.41,24,9815.39
10042.59,12.87,1.74,60.08,24,6474.9
5061.82,20.23,0.1,179.98,24,3273.63
1125.7,7.31,1.7,502.87,8,764.86
14453.25,17.68,0.14,123.5,24,9136.52
16181.92,15.13,1.62,556.82,16,9245.33
5300.65,14.05,2.49,124.18,16,3100.19
3096.04,7.66,0.8,189.13,12,1694.72
6882.74,9.8,2.52,468.85,12,3813.38
5705.38,5.85,2.1,391.87,8,2905.96
5634.05,7.38,3.35,115.96,12,3054.94
10032.7,15.56,1.04,521.21,16,5812.76
3936.26,5.16,0.21,272.65,8,1979.21
6509.45,15.52,0.05,129.54,16,3647.22
3657.97,6.12,2.64,229.58,8,1882.59
9123.65,13.33,2.21,344.38,24,6083.54
4701.64,5.36,2.86,167.33,8,2358.92
5129.96,8.48,2.92,93.8,12,2772.13
7274.26,13.75,0.92,191.63,24,4736.78
5473.69,10.95,0.76,343.44,12,2977.04
7424.23,10.17,0.38,40.82,16,4128.1
6523.52,9.35,6.11,128.88,12,3612.23
10723.78,13.96,2.39,228.68,16,6129.85
11340.41,14.65,3.58,367.29,24,7601.13
6686.26,12.12,2.69,130.08,16,3876.1
2555.34,5.62,2.66,71.45,8,1298.32
6461.25,15.19,0.19,213.02,16,3664.89
7454.5,15.5,0.31,204.88,24,4804.59
2167.91,5.88,2.62,186.34,8,1157.69
6697.48,7.37,0.58,988.26,12,3866.86
2234.44,5.79,0.4,110.28,8,1112.43
5847.95,8.91,0.98,596.41,16,3537.27
3811.24,14.64,3.22,242.09,16,2368.08
11779.85,13.71,0.26,67.39,16,6533.63
8399.75,20.84,2.02,366.95,24,5624.56
15215.61,21.64,1.78,355.41,24,9871.9
10360.89,7.29,0.89,220.43,12,5437.7
14139.75,13.37,1.82,393.69,24,9219.97
2459.85,8.56,4.4,403.09,12,1582.38
3776.77,6.17,0.9,512.65,8,2010.58
7169.83,6.79,0.33,163.2,8,3475.63
4902.69,11.43,2.99,274.25,16,2972.76
10823.89,14.89,3.94,54.73,16,6184.22
3858.78,6.17,0.5,40.84,12,2013.9
7688.95,7.18,5.92,460.27,12,4341.51
6783.54,13.68,0.6,109.01,24,4359.36
6886.98,9.73,1.6,149.85,16,3941.18
