route_length,traffic_score,vehicle_type,delivery_count,co2_kg
14.72,9,van,11,3.13
13.26,1,two_wheeler,13,1.02
9.1,4,two_wheeler,34,0.94
9.47,5,two_wheeler,13,0.96
24.99,2,ev,49,1.49
10.96,9,two_wheeler,14,1.39
39.52,3,two_wheeler,10,3.49
33.39,8,two_wheeler,46,4.51
3.13,7,van,19,0.62
14.11,1,ev,49,0.78
2.72,8,mini_truck,29,0.71
10.82,9,van,32,2.49
2.5,7,van,46,0.55
4.0,10,ev,34,0.36
38.69,4,ev,46,2.62
13.09,10,van,29,3.12
24.68,3,van,28,3.97
15.0,4,van,27,2.57
2.84,8,van,35,0.63
25.09,1,van,23,3.42
13.25,4,mini_truck,20,2.64
14.13,2,two_wheeler,16,1.19
5.67,7,mini_truck,33,1.41
9.96,9,van,18,2.18
4.95,4,van,15,0.81
15.31,8,mini_truck,63,4.45
2.34,1,van,65,0.37
2.85,5,two_wheeler,19,0.3
1.29,1,van,13,0.17
14.24,4,mini_truck,14,2.78
1.12,9,van,5,0.23
7.31,1,two_wheeler,4,0.55
13.14,7,mini_truck,18,3.1
7.91,8,van,67,1.95
3.39,1,mini_truck,19,0.54
8.85,2,mini_truck,46,1.69
8.12,7,ev,12,0.58
14.48,7,ev,45,1.17
42.82,6,two_wheeler,2,4.42
26.84,2,two_wheeler,53,2.58
5.3,8,van,42,1.2
24.87,8,van,4,4.9
7.0,2,mini_truck,40,1.31
10.79,8,two_wheeler,24,1.35
4.37,9,two_wheeler,15,0.56
12.81,8,mini_truck,19,3.2
0.92,2,ev,34,0.05
14.71,8,van,30,3.2
3.15,2,van,25,0.47
14.21,3,mini_truck,66,3.11
38.31,5,van,18,6.75
8.81,10,two_wheeler,5,1.13
29.62,5,mini_truck,19,6.27
12.04,9,two_wheeler,15,1.53
16.51,2,two_wheeler,13,1.38
20.41,5,van,44,3.95
48.81,8,two_wheeler,54,6.77
14.88,4,mini_truck,41,3.2
3.22,3,mini_truck,52,0.67
26.08,3,van,52,4.56
13.43,3,van,19,2.09
33.6,3,mini_truck,37,6.68
13.84,10,van,21,3.21
9.22,3,two_wheeler,28,0.87
19.38,2,ev,49,1.16
8.53,2,van,53,1.39
15.21,10,mini_truck,11,4.06
23.94,4,van,20,4.0
23.65,6,mini_truck,71,6.33
15.24,8,mini_truck,28,3.93
13.07,8,van,38,2.92
24.21,2,mini_truck,31,4.39
14.78,8,van,18,3.08
11.14,5,two_wheeler,14,1.14
19.51,6,mini_truck,19,4.38
5.05,3,ev,43,0.32
12.29,1,mini_truck,63,2.3
11.68,5,mini_truck,37,2.64
23.49,3,two_wheeler,23,2.18
20.58,8,two_wheeler,48,2.8
5.89,2,two_wheeler,29,0.52
32.02,7,two_wheeler,18,3.71
1.93,2,mini_truck,12,0.33
13.56,10,van,22,3.15
40.65,3,mini_truck,6,7.2
7.57,4,ev,42,0.51
12.73,7,van,27,2.6
29.06,6,ev,21,2.04
24.86,3,ev,51,1.61
21.94,8,two_wheeler,19,2.69
8.21,5,van,28,1.5
15.3,5,van,51,3.03
39.38,6,two_wheeler,62,5.03
6.56,1,two_wheeler,42,0.56
9.38,1,two_wheeler,30,0.77
14.14,5,van,19,2.5
7.08,8,ev,26,0.56
3.49,4,mini_truck,104,0.91
27.54,3,van,14,4.21
12.42,5,mini_truck,41,2.84
11.13,10,two_wheeler,21,1.51
13.25,2,van,79,2.35
21.0,8,van,14,4.3
13.16,9,ev,30,1.11
5.23,4,two_wheeler,18,0.51
23.05,4,van,9,3.69
13.33,7,van,38,2.83
6.04,6,two_wheeler,17,0.66
6.55,7,ev,34,0.51
34.08,10,van,46,8.63
5.37,2,van,4,0.74
11.53,8,ev,58,1.02
18.25,8,two_wheeler,42,2.43
20.48,8,mini_truck,17,5.08
12.27,8,mini_truck,18,3.05
14.87,4,two_wheeler,61,1.68
2.0,9,van,27,0.45
17.19,3,two_wheeler,9,1.51
18.05,4,mini_truck,5,3.4
19.73,6,mini_truck,45,4.85
9.7,10,two_wheeler,36,1.39
23.19,6,two_wheeler,36,2.72
6.15,10,two_wheeler,36,0.88
5.38,1,two_wheeler,31,0.44
16.92,2,mini_truck,34,3.1
20.22,1,two_wheeler,16,1.58
37.6,10,van,40,9.32
8.41,9,ev,59,0.79
23.03,7,van,22,4.62
21.55,5,two_wheeler,24,2.28
12.84,9,ev,27,1.07
2.87,4,van,15,0.47
7.02,4,van,35,1.24
9.6,7,van,22,1.92
13.92,3,van,52,2.43
8.12,5,mini_truck,18,1.71
8.27,6,two_wheeler,22,0.92
15.15,6,van,34,3.0
5.44,3,van,15,0.83
1.48,6,two_wheeler,7,0.16
8.3,9,van,6,1.73
9.02,1,mini_truck,52,1.63
10.68,2,two_wheeler,12,0.89
3.55,1,two_wheeler,22,0.28
10.05,8,van,26,2.15
9.05,4,mini_truck,42,1.95
37.67,1,two_wheeler,22,3.01
11.21,4,two_wheeler,40,1.18
15.34,1,mini_truck,20,2.48
20.55,4,van,29,3.55
9.48,2,van,27,1.42
8.45,7,two_wheeler,44,1.08
13.62,4,van,32,2.38
2.41,1,ev,8,0.12
42.89,3,van,39,7.17
19.35,2,van,15,2.77
23.78,10,mini_truck,48,7.25
19.39,7,van,25,3.93
3.51,7,mini_truck,6,0.79
27.42,8,mini_truck,14,6.72
1.66,9,mini_truck,34,0.46
35.75,4,two_wheeler,30,3.64
22.38,9,van,31,5.13
30.22,10,van,23,7.05
4.91,3,two_wheeler,34,0.47
7.71,6,ev,31,0.56
12.28,4,mini_truck,79,2.99
6.04,2,van,7,0.84
12.1,4,two_wheeler,10,1.14
8.66,6,mini_truck,15,1.91
3.86,5,van,39,0.73
13.37,10,two_wheeler,77,2.2
5.47,6,van,18,1.02
3.32,10,mini_truck,23,0.93
36.25,1,van,24,4.97
5.48,5,two_wheeler,42,0.62
29.21,4,ev,27,1.85
9.8,4,van,20,1.64
12.97,5,van,14,2.25
3.98,7,mini_truck,9,0.91
24.47,3,van,25,3.9
7.16,5,two_wheeler,34,0.79
13.59,6,two_wheeler,26,1.54
4.99,3,mini_truck,25,0.95
8.67,10,mini_truck,40,2.57
34.03,1,ev,18,1.69
23.86,5,two_wheeler,10,2.4
28.27,9,ev,36,2.44
10.21,1,two_wheeler,40,0.87
4.87,9,mini_truck,33,1.34
26.57,4,two_wheeler,19,2.6
34.05,4,mini_truck,13,6.62
25.96,7,two_wheeler,64,3.53
6.43,10,two_wheeler,23,0.88
32.29,2,two_wheeler,40,2.97
43.23,8,mini_truck,5,10.23
40.57,3,van,24,6.43
11.96,5,ev,27,0.81
7.12,8,two_wheeler,27,0.9
9.41,9,van,37,2.2
13.01,9,van,49,3.17
28.9,2,van,55,4.75
34.18,3,van,11,5.16
22.59,4,van,24,3.83
7.96,1,van,20,1.08
15.38,8,two_wheeler,23,1.91
1.24,4,van,11,0.2
53.38,10,mini_truck,32,15.39
5.19,2,two_wheeler,44,0.48
7.06,7,two_wheeler,11,0.8
40.51,6,van,31,7.94
9.27,9,ev,47,0.83
6.69,3,van,11,1.01
11.22,3,mini_truck,50,2.33
11.47,1,van,32,1.62
7.59,5,ev,9,0.48
26.98,8,ev,22,2.11
8.66,2,van,29,1.3
11.2,4,two_wheeler,8,1.05
27.13,2,van,39,4.23
8.16,9,two_wheeler,23,1.07
0.97,1,van,23,0.13
6.48,2,van,60,1.08
9.98,7,mini_truck,60,2.73
5.56,10,two_wheeler,31,0.79
7.11,7,two_wheeler,39,0.89
17.8,10,two_wheeler,31,2.51
41.19,6,ev,27,2.95
5.61,1,two_wheeler,7,0.42
24.04,4,mini_truck,26,4.91
33.23,8,two_wheeler,15,4.01
2.32,3,van,14,0.35
6.06,3,mini_truck,7,1.08
7.36,7,van,8,1.4
11.33,8,van,30,2.46
27.54,3,two_wheeler,45,2.76
2.38,4,van,23,0.4
9.8,2,two_wheeler,49,0.93
23.35,9,mini_truck,44,6.7
9.93,2,ev,21,0.54
19.32,5,van,12,3.33
7.98,6,two_wheeler,61,1.02
7.9,10,two_wheeler,26,1.1
15.33,5,two_wheeler,34,1.68
5.86,2,two_wheeler,44,0.55
26.91,2,two_wheeler,16,2.27
4.34,6,two_wheeler,15,0.47
14.45,7,ev,23,1.08
18.76,3,ev,26,1.11
36.61,5,two_wheeler,13,3.72
33.83,5,mini_truck,26,7.34
36.38,6,mini_truck,38,8.74
17.12,8,van,13,3.5
11.77,7,van,22,2.36
12.39,8,mini_truck,87,3.87
40.76,10,two_wheeler,65,6.45
7.42,8,van,13,1.51
3.0,2,van,27,0.45
23.78,10,two_wheeler,24,3.27
33.7,6,mini_truck,40,8.15
14.04,3,two_wheeler,20,1.29
12.36,7,two_wheeler,16,1.42
3.87,10,mini_truck,14,1.04
12.22,7,van,16,2.39
16.81,9,ev,38,1.46
27.51,4,two_wheeler,42,2.92
9.99,6,two_wheeler,41,1.19
14.32,3,van,24,2.27
11.86,7,van,21,2.37
30.65,3,van,13,4.67
29.8,7,van,18,5.88
9.85,8,ev,9,0.73
6.92,6,van,18,1.29
12.18,7,mini_truck,25,2.95
20.57,3,van,10,3.1
11.6,2,mini_truck,63,2.34
11.99,2,two_wheeler,12,1.0
12.12,4,van,1,1.88
6.97,1,ev,52,0.39
24.37,10,van,32,5.88
4.77,1,mini_truck,33,0.81
7.16,1,two_wheeler,7,0.54
35.66,4,two_wheeler,22,3.52
38.69,3,mini_truck,31,7.53
9.65,7,two_wheeler,18,1.12
28.17,7,van,61,6.45
6.52,8,van,39,1.46
6.18,1,ev,6,0.29
8.09,9,van,35,1.88
16.42,4,ev,11,0.98
22.88,4,van,43,4.15
10.34,3,van,46,1.77
15.06,4,van,26,2.57
4.68,10,van,33,1.13
24.71,4,mini_truck,36,5.23
17.31,9,two_wheeler,31,2.33
20.55,9,mini_truck,85,6.71
8.04,9,two_wheeler,28,1.07
5.8,3,ev,26,0.34
27.06,4,ev,21,1.68
18.47,6,two_wheeler,55,2.31
9.83,5,mini_truck,36,2.21
6.6,9,van,6,1.38
16.93,1,ev,39,0.91
17.14,2,ev,37,0.98
26.56,8,mini_truck,32,6.95
26.5,10,two_wheeler,21,3.61
2.22,8,van,24,0.47
25.95,2,van,54,4.26
7.92,1,van,24,1.09
13.23,4,two_wheeler,9,1.24
4.6,2,mini_truck,40,0.86
21.67,6,van,12,3.96
6.5,1,mini_truck,31,1.09
3.09,9,ev,70,0.3
25.96,1,ev,15,1.27
15.8,9,ev,10,1.24
2.27,1,van,31,0.32
38.77,10,mini_truck,19,10.67
15.98,4,two_wheeler,18,1.56
17.16,3,van,17,2.65
13.5,3,van,80,2.58
30.69,7,van,7,5.81
4.48,5,ev,48,0.33
11.34,5,van,26,2.06
12.03,8,mini_truck,37,3.2
9.83,4,van,35,1.73
6.91,7,van,13,1.34
34.55,7,van,44,7.48
26.2,2,van,8,3.65
19.23,7,van,74,4.59
31.81,10,ev,27,2.79
20.48,8,two_wheeler,21,2.53
9.36,10,two_wheeler,26,1.3
14.86,1,van,39,2.15
3.1,4,van,18,0.51
14.23,6,van,44,2.92
7.71,1,ev,47,0.42
20.36,1,van,23,2.78
6.19,1,two_wheeler,25,0.5
13.69,3,ev,21,0.8
18.91,4,two_wheeler,56,2.1
9.95,4,van,45,1.81
23.36,5,two_wheeler,35,2.57
29.86,10,two_wheeler,19,4.03
5.32,8,mini_truck,16,1.31
21.56,5,two_wheeler,40,2.42
2.3,8,van,9,0.46
22.58,8,two_wheeler,50,3.09
25.65,9,ev,17,2.07
14.24,5,van,50,2.81
18.84,5,ev,34,1.3
14.21,9,van,36,3.32
9.07,5,van,46,1.77
24.68,1,mini_truck,52,4.46
4.55,9,two_wheeler,28,0.61
6.55,7,mini_truck,15,1.53
20.41,6,two_wheeler,40,2.42
29.2,9,mini_truck,44,8.37
22.28,2,van,25,3.31
16.78,2,mini_truck,28,3.01
7.82,2,two_wheeler,19,0.67
14.69,4,two_wheeler,32,1.5
21.69,9,two_wheeler,11,2.71
24.33,10,ev,39,2.23
6.66,4,van,41,1.2
21.48,4,ev,41,1.43
24.44,1,two_wheeler,24,1.97
7.67,5,van,16,1.34
8.38,4,two_wheeler,28,0.85
3.99,2,two_wheeler,7,0.32
14.67,10,two_wheeler,13,1.94
42.93,2,van,21,6.28
5.94,4,van,27,1.02
4.88,6,two_wheeler,18,0.54
31.75,2,two_wheeler,40,2.92
18.24,5,van,60,3.72
11.13,9,mini_truck,28,3.02
17.05,7,two_wheeler,16,1.96
45.92,9,ev,13,3.65
21.27,5,van,15,3.71
2.54,6,van,8,0.46
10.8,6,two_wheeler,31,1.24
11.39,2,two_wheeler,41,1.05
9.21,9,van,26,2.07
2.53,2,two_wheeler,56,0.25
8.89,8,van,14,1.82
16.39,7,van,25,3.32
34.69,2,ev,37,1.99
46.92,4,two_wheeler,25,4.69
3.21,7,two_wheeler,51,0.42
23.13,4,van,30,4.01
36.05,7,van,32,7.49
8.99,7,van,16,1.76
28.04,2,ev,68,1.78
25.85,5,two_wheeler,11,2.61
37.15,3,mini_truck,16,6.84
9.17,9,mini_truck,14,2.36
8.3,4,mini_truck,51,1.85
43.27,4,van,28,7.44
20.88,6,two_wheeler,23,2.33
39.89,2,two_wheeler,22,3.44
14.13,5,ev,6,0.88
10.44,7,two_wheeler,11,1.18
2.59,7,ev,16,0.19
30.69,7,van,41,6.58
7.76,9,van,13,1.66
47.37,6,van,49,9.88
11.97,8,van,9,2.41
4.35,5,two_wheeler,76,0.55
40.58,9,two_wheeler,20,5.25
13.87,10,van,21,3.22
10.58,3,mini_truck,47,2.18
12.41,10,two_wheeler,19,1.68
10.21,4,two_wheeler,14,0.98
8.65,6,two_wheeler,6,0.91
29.31,10,van,25,6.89
16.05,1,two_wheeler,31,1.32
5.74,9,ev,48,0.52
41.84,5,van,21,7.46
3.74,2,two_wheeler,68,0.38
4.21,9,van,17,0.92
2.58,4,van,57,0.49
7.46,5,mini_truck,22,1.6
6.15,4,mini_truck,23,1.24
4.13,4,van,14,0.67
29.99,9,ev,37,2.6
26.3,7,two_wheeler,22,3.1
4.93,10,van,28,1.17
10.11,7,van,85,2.49
15.65,7,two_wheeler,69,2.16
5.34,7,two_wheeler,40,0.67
18.63,10,two_wheeler,24,2.56
7.82,2,mini_truck,41,1.47
11.85,5,two_wheeler,7,1.18
13.89,9,two_wheeler,6,1.7
8.1,3,van,52,1.42
1.15,4,two_wheeler,35,0.12
9.41,8,two_wheeler,22,1.17
8.12,9,mini_truck,17,2.12
3.59,10,ev,64,0.36
17.32,7,two_wheeler,44,2.2
7.59,1,van,17,1.01
30.14,4,ev,74,2.24
15.78,7,two_wheeler,29,1.91
30.56,3,van,32,4.99
2.8,7,ev,29,0.21
7.19,4,van,32,1.25
9.13,6,van,21,1.73
17.92,9,ev,17,1.45
22.95,2,two_wheeler,49,2.17
4.76,2,van,49,0.77
8.19,4,two_wheeler,43,0.87
9.44,1,mini_truck,31,1.59
32.63,6,van,9,5.89
14.69,7,van,44,3.18
3.81,10,mini_truck,69,1.24
8.52,5,two_wheeler,93,1.13
0.67,3,ev,28,0.04
9.86,3,two_wheeler,40,0.97
30.24,9,two_wheeler,65,4.56
10.82,6,mini_truck,54,2.74
25.12,10,van,23,5.86
10.57,7,van,8,2.01
19.0,8,ev,30,1.53
28.83,9,two_wheeler,62,4.31
6.12,3,two_wheeler,41,0.61
16.86,3,two_wheeler,18,1.54
3.28,1,mini_truck,17,0.52
21.67,5,ev,18,1.42
11.99,8,two_wheeler,30,1.53
31.49,6,ev,9,2.11
7.48,8,two_wheeler,15,0.9
26.65,9,two_wheeler,42,3.73
28.93,10,two_wheeler,11,3.79
13.21,7,van,22,2.65
9.94,2,mini_truck,10,1.67
25.42,2,ev,5,1.3
6.98,9,mini_truck,25,1.87
16.69,8,van,32,3.65
44.24,5,mini_truck,22,9.46
20.29,10,ev,12,1.68
22.16,1,mini_truck,24,3.63
28.05,10,van,10,6.24
23.43,7,two_wheeler,9,2.63
11.06,6,two_wheeler,20,1.22
32.2,4,two_wheeler,61,3.64
12.7,5,van,14,2.21
15.15,6,mini_truck,35,3.6
3.48,1,van,12,0.46
6.72,3,ev,30,0.4
13.7,8,two_wheeler,26,1.72
11.07,7,van,26,2.25
7.12,9,two_wheeler,25,0.94
3.48,2,ev,28,0.19
7.29,9,van,44,1.75
16.09,4,ev,20,1.0
6.98,4,van,52,1.3
10.36,1,ev,47,0.57
32.24,1,van,29,4.5
5.77,3,ev,14,0.33
19.29,1,two_wheeler,39,1.64
11.78,7,two_wheeler,30,1.43
9.76,1,ev,22,0.49
22.47,9,van,7,4.71
46.82,3,van,38,7.81
15.71,8,van,17,3.26
38.94,8,van,14,7.98
7.24,4,ev,14,0.44
7.32,7,ev,40,0.58
30.73,6,ev,11,2.07
36.64,9,van,37,8.58
21.37,4,van,24,3.62
23.55,9,van,19,5.17
4.48,10,two_wheeler,20,0.61
34.42,7,ev,3,2.38
12.03,1,ev,19,0.6
6.46,7,two_wheeler,54,0.85
11.35,2,two_wheeler,24,0.99
2.39,1,mini_truck,14,0.38
20.57,1,van,46,3.04
25.23,7,van,37,5.33
39.33,7,ev,18,2.88
21.15,6,van,45,4.35
38.82,10,two_wheeler,26,5.38
5.25,6,mini_truck,16,1.16
4.8,3,two_wheeler,30,0.46
18.32,2,van,22,2.69
11.45,7,mini_truck,27,2.8
13.47,3,van,14,2.06
20.26,2,mini_truck,67,4.14
12.63,1,two_wheeler,38,1.07
11.89,3,two_wheeler,43,1.19
15.45,6,van,22,2.93
3.18,10,van,27,0.75
12.94,1,ev,59,0.74
11.17,9,two_wheeler,62,1.67
2.41,2,two_wheeler,53,0.23
17.45,8,ev,15,1.33
18.22,9,van,7,3.82
18.06,6,ev,37,1.34
9.15,5,van,27,1.67
3.8,7,van,30,0.78
10.71,7,van,27,2.19
19.55,7,mini_truck,15,4.56
8.13,2,van,19,1.18
24.84,1,two_wheeler,40,2.12
27.21,6,mini_truck,35,6.46
10.31,10,van,22,2.4
9.89,9,ev,26,0.83
8.07,8,van,21,1.7
2.23,5,van,19,0.39
18.66,9,two_wheeler,9,2.32
15.99,5,van,26,2.9
15.23,6,van,7,2.73
7.97,5,van,69,1.67
1.89,1,van,9,0.24
14.13,2,two_wheeler,48,1.33
15.95,6,van,62,3.47
2.88,9,van,20,0.64
2.09,7,mini_truck,40,0.53
6.46,5,van,13,1.12
33.0,8,van,30,7.17
21.52,6,mini_truck,30,5.02
2.91,8,van,19,0.61
34.65,2,van,59,5.77
15.34,10,van,37,3.77
6.47,6,mini_truck,11,1.41
23.41,4,mini_truck,8,4.47
23.18,7,mini_truck,10,5.31
5.87,10,mini_truck,19,1.61
4.4,9,van,38,1.03
19.05,5,ev,46,1.37
4.48,9,mini_truck,38,1.26
12.93,1,van,21,1.75
27.21,9,van,34,6.3
9.8,10,van,21,2.27
35.64,5,van,18,6.28
12.0,4,ev,10,0.72
26.02,9,van,30,5.94
13.66,6,mini_truck,24,3.12
9.85,3,ev,14,0.56
8.2,3,two_wheeler,37,0.8
13.23,7,two_wheeler,20,1.55
13.51,5,van,14,2.35
5.45,2,two_wheeler,9,0.45
40.68,3,two_wheeler,18,3.71
17.11,6,mini_truck,30,3.99
34.88,7,two_wheeler,19,4.06
3.73,10,van,15,0.85
14.63,7,van,8,2.78
3.01,1,van,34,0.43
4.53,9,two_wheeler,15,0.58
43.17,9,van,29,9.82
3.94,8,van,58,0.94
17.91,8,two_wheeler,34,2.32
1.87,4,two_wheeler,26,0.19
10.2,5,van,16,1.79
10.94,6,mini_truck,83,3.04
18.92,10,mini_truck,39,5.59
14.44,4,van,28,2.48
16.18,10,two_wheeler,28,2.26
2.12,3,ev,28,0.13
12.37,5,mini_truck,26,2.69
16.65,7,two_wheeler,25,1.98
3.62,10,van,11,0.81
4.24,9,ev,25,0.35
6.42,1,van,37,0.92
5.59,4,van,39,1.0
9.04,4,van,8,1.44
10.77,4,van,20,1.8
10.43,5,mini_truck,21,2.22
6.56,1,two_wheeler,29,0.54
14.55,8,mini_truck,50,4.05
4.2,8,two_wheeler,21,0.52
19.4,4,van,17,3.2
6.75,7,mini_truck,51,1.79
36.74,1,van,16,4.89
7.59,8,ev,15,0.58
12.6,9,ev,13,1.0
8.44,2,van,3,1.15
47.29,2,ev,8,2.44
22.78,5,van,11,3.91
4.8,2,van,46,0.77
15.99,4,two_wheeler,35,1.66
27.11,3,ev,27,1.61
11.79,5,two_wheeler,45,1.34
23.28,6,van,17,4.33
6.96,3,van,16,1.07
2.75,9,van,37,0.64
17.06,1,mini_truck,41,2.97
7.94,5,van,53,1.58
29.41,2,two_wheeler,32,2.63
14.08,7,van,79,3.41
5.78,8,two_wheeler,11,0.69
10.25,4,van,33,1.79
13.38,4,van,66,2.61
23.77,5,van,43,4.58
5.46,10,mini_truck,26,1.54
8.1,3,van,36,1.34
18.6,8,two_wheeler,32,2.39
28.23,1,mini_truck,43,4.94
9.53,9,van,36,2.22
8.01,9,mini_truck,25,2.15
1.33,9,mini_truck,30,0.36
27.64,10,van,24,6.48
11.95,8,two_wheeler,7,1.4
1.95,2,mini_truck,32,0.36
18.85,5,two_wheeler,28,2.02
26.0,7,van,27,5.31
20.92,10,van,37,5.13
6.49,10,van,33,1.57
18.66,8,van,41,4.21
15.86,5,van,13,2.74
12.33,1,van,16,1.64
14.53,4,ev,7,0.86
34.94,5,two_wheeler,48,4.02
10.48,1,mini_truck,22,1.7
4.58,4,two_wheeler,17,0.44
5.96,6,ev,104,0.55
3.29,4,van,19,0.55
14.6,2,mini_truck,17,2.51
26.68,6,mini_truck,27,6.16
3.88,1,two_wheeler,32,0.32
17.32,9,two_wheeler,66,2.62
4.46,10,van,8,0.98
23.67,4,mini_truck,65,5.51
13.05,10,two_wheeler,33,1.86
14.44,3,van,8,2.16
23.5,4,ev,9,1.39
39.35,2,van,39,6.13
5.58,4,van,20,0.93
13.4,3,two_wheeler,36,1.3
3.94,3,van,16,0.61
27.48,4,van,40,4.93
7.7,2,ev,25,0.42
21.33,1,mini_truck,29,3.56
14.18,10,van,27,3.36
2.18,9,ev,26,0.18
15.62,6,ev,22,1.1
14.88,1,van,23,2.03
12.24,9,ev,51,1.11
21.06,10,ev,3,1.69
78.35,7,two_wheeler,32,9.56
23.57,2,van,12,3.33
1.8,10,van,12,0.4
10.78,1,van,50,1.62
15.84,2,van,24,2.34
17.01,5,van,58,3.45
1.51,6,van,17,0.28
24.43,1,van,22,3.32
4.76,9,van,12,1.02
16.93,3,two_wheeler,26,1.59
23.82,5,van,30,4.39
30.14,7,mini_truck,42,7.75
9.02,5,two_wheeler,5,0.89
4.95,8,ev,35,0.41
38.9,2,mini_truck,41,7.3
21.86,8,two_wheeler,49,2.98
18.69,10,van,13,4.2
12.39,6,two_wheeler,35,1.45
6.05,9,ev,42,0.53
10.59,1,two_wheeler,70,0.99
41.61,4,two_wheeler,14,3.99
18.08,10,van,14,4.08
11.56,1,van,37,1.66
4.3,8,two_wheeler,12,0.51
6.76,5,ev,28,0.46
19.41,10,mini_truck,82,6.59
20.42,5,van,44,3.95
27.21,5,mini_truck,15,5.67
7.1,5,van,7,1.2
29.34,1,two_wheeler,5,2.2
26.87,10,van,20,6.2
20.02,6,mini_truck,14,4.41
25.77,5,van,48,5.05
13.46,3,mini_truck,46,2.76
24.61,8,mini_truck,30,6.4
40.82,6,two_wheeler,28,4.65
17.51,2,mini_truck,41,3.29
0.44,6,two_wheeler,5,0.05
19.18,4,mini_truck,20,3.83
25.09,4,two_wheeler,26,2.51
4.8,1,van,3,0.61
17.5,1,two_wheeler,37,1.47
18.39,4,mini_truck,29,3.79
33.09,7,van,33,6.9
15.14,10,van,60,4.01
14.78,8,van,12,3.01
10.16,5,van,34,1.9
20.66,9,two_wheeler,27,2.74
17.43,5,two_wheeler,14,1.78
30.54,3,two_wheeler,21,2.81
8.46,8,van,17,1.75
13.56,8,mini_truck,15,3.34
16.49,3,mini_truck,25,3.14
32.17,6,van,19,6.03
14.0,9,mini_truck,13,3.59
7.47,6,van,17,1.39
22.09,1,mini_truck,16,3.51
15.0,9,two_wheeler,69,2.29
8.73,7,van,15,1.7
4.84,8,two_wheeler,21,0.6
14.5,10,van,7,3.19
0.63,2,mini_truck,47,0.12
10.28,4,ev,14,0.62
16.49,9,van,27,3.73
23.15,1,mini_truck,26,3.82
7.21,3,mini_truck,31,1.4
19.35,8,ev,44,1.64
5.38,2,two_wheeler,72,0.55
33.15,2,two_wheeler,15,2.78
17.51,1,van,69,2.79
4.48,10,two_wheeler,26,0.62
8.85,6,van,14,1.63
40.58,4,van,30,7.03
13.58,1,mini_truck,14,2.14
25.36,8,two_wheeler,51,3.48
16.51,3,van,29,2.67
38.68,7,two_wheeler,9,4.34
15.54,2,mini_truck,27,2.78
2.45,6,van,17,0.46
27.64,3,two_wheeler,12,2.46
9.57,7,van,19,1.9
1.14,2,mini_truck,38,0.21
51.22,6,two_wheeler,22,5.71
16.37,10,van,31,3.93
8.51,7,two_wheeler,49,1.1
8.75,3,mini_truck,28,1.68
8.02,1,van,35,1.14
8.9,9,mini_truck,27,2.41
16.86,6,mini_truck,44,4.13
9.58,9,van,34,2.22
18.41,6,van,35,3.66
11.8,3,van,38,1.97
2.09,6,mini_truck,34,0.5
6.29,1,two_wheeler,29,0.52
7.25,9,ev,27,0.61
25.82,4,two_wheeler,25,2.58
11.43,2,two_wheeler,25,1.0
19.3,3,van,54,3.4
9.72,10,two_wheeler,48,1.46
6.45,3,van,29,1.04
8.85,9,mini_truck,63,2.7
13.85,2,van,34,2.12
2.01,9,two_wheeler,45,0.28
15.64,4,van,32,2.73
8.63,9,two_wheeler,20,1.12
17.75,2,ev,43,1.04
13.54,9,ev,41,1.19
31.61,8,ev,15,2.41
13.52,5,mini_truck,48,3.17
29.71,4,mini_truck,68,6.99
6.5,5,van,11,1.12
19.15,1,two_wheeler,12,1.47
32.33,2,mini_truck,23,5.69
12.35,2,two_wheeler,28,1.09
15.02,4,van,26,2.56
1.47,5,two_wheeler,35,0.16
8.73,8,two_wheeler,18,1.07
8.03,7,two_wheeler,46,1.03
10.15,3,two_wheeler,10,0.9
6.77,9,van,19,1.49
47.56,8,ev,25,3.76
4.52,3,van,39,0.76
10.88,6,mini_truck,23,2.48
14.2,6,ev,76,1.2
13.33,6,two_wheeler,19,1.47
2.47,8,mini_truck,22,0.62
8.06,9,two_wheeler,11,1.01
11.19,4,van,24,1.9
16.72,4,van,71,3.32
15.71,9,two_wheeler,13,1.98
17.91,1,van,16,2.38
5.37,3,van,17,0.83
7.59,10,van,34,1.84
17.52,7,mini_truck,22,4.2
6.66,6,van,22,1.26
30.44,2,ev,11,1.59
21.83,8,two_wheeler,4,2.53
3.0,7,van,11,0.58
7.83,3,van,26,1.25
8.49,9,van,9,1.79
13.12,10,van,16,2.98
10.63,6,two_wheeler,15,1.15
1.32,6,van,20,0.25
15.06,10,two_wheeler,104,2.68
12.71,3,two_wheeler,29,1.21
2.14,3,ev,24,0.13
4.73,1,ev,7,0.23
10.34,10,van,24,2.42
21.02,6,ev,34,1.54
18.38,7,van,60,4.2
45.45,6,two_wheeler,53,5.64
2.94,7,two_wheeler,43,0.37
27.96,3,van,8,4.18
10.76,4,two_wheeler,24,1.07
7.05,2,two_wheeler,15,0.59
22.83,7,van,19,4.52
5.45,4,van,64,1.06
44.65,10,van,34,10.84
11.58,1,van,12,1.52
7.63,9,two_wheeler,17,0.98
5.74,3,van,28,0.92
17.97,1,mini_truck,22,2.92
28.52,2,two_wheeler,21,2.45
28.23,2,van,41,4.43
43.6,1,two_wheeler,16,3.41
16.42,7,van,28,3.36
4.51,1,two_wheeler,28,0.37
7.94,6,two_wheeler,9,0.84
6.33,5,van,7,1.07
35.22,3,mini_truck,18,6.53
2.98,4,van,21,0.5
