temperature,refrigeration_load,inventory_volume,energy_kwh,co2_kg
21.54,0.0,756.18,387.56,206.76
16.97,0.0,533.11,394.56,196.03
6.3,3.68,301.35,920.4,430.24
11.35,0.0,515.34,394.92,184.76
3.07,0.83,553.45,688.55,299.26
22.46,0.0,93.3,104.58,47.48
-2.68,3.53,293.15,950.99,423.65
13.91,0.0,1136.15,802.52,418.62
16.69,0.0,492.86,315.28,156.86
14.32,0.0,564.67,454.14,223.42
11.69,0.0,874.48,665.96,326.94
-4.21,7.09,914.55,1280.18,617.62
7.15,0.37,459.78,514.44,242.31
6.95,0.8,537.42,639.79,290.76
13.48,0.0,1179.33,805.19,400.9
15.43,0.0,1312.87,902.74,432.99
11.17,0.0,927.2,698.43,333.41
23.35,0.0,96.02,68.26,34.24
11.04,0.0,284.14,317.94,159.7
15.54,0.0,542.69,342.48,164.81
15.87,0.0,249.07,226.36,108.19
12.93,0.0,423.82,327.06,160.17
14.1,0.0,973.31,667.47,336.89
11.0,0.0,1095.6,717.89,362.72
-18.19,8.98,636.65,1624.91,770.13
30.0,0.0,293.81,155.35,78.06
8.53,0.68,1041.19,841.9,398.0
22.08,0.0,558.54,340.47,168.26
12.84,0.0,580.18,475.25,252.01
10.03,0.0,421.51,440.17,206.75
30.0,0.0,724.94,376.98,174.7
22.29,0.0,402.11,192.24,102.97
16.83,0.0,487.11,386.09,205.5
13.81,0.0,603.57,447.41,212.25
9.45,0.19,1687.7,1150.97,570.27
16.21,0.0,751.62,493.51,227.11
14.98,0.0,633.3,403.14,202.49
10.33,0.0,930.1,733.42,352.75
10.86,0.0,624.93,535.13,259.05
28.87,0.0,557.36,306.23,157.3
19.07,0.0,452.81,326.6,159.18
25.01,0.0,834.87,429.78,210.18
6.16,0.51,275.13,486.28,211.56
30.0,0.0,1084.95,555.16,280.08
21.12,0.0,436.93,282.16,136.34
9.66,0.06,833.84,616.75,329.07
19.51,0.0,990.85,516.65,266.14
30.0,0.0,557.9,298.0,159.22
3.78,1.51,862.58,905.28,446.84
18.31,0.0,714.35,484.55,235.21
19.55,0.0,201.52,195.77,96.53
8.13,0.5,597.3,528.15,264.98
5.33,0.75,417.71,613.12,300.7
12.2,0.0,1304.29,782.79,396.83
-2.53,10.38,392.84,1721.9,828.19
21.46,0.0,384.55,231.47,110.03
11.59,0.0,274.33,325.05,163.43
15.27,0.0,398.38,360.45,182.12
25.65,0.0,774.13,428.08,209.76
15.17,0.0,449.77,360.38,170.46
9.4,0.39,464.66,473.56,245.14
2.0,0.92,393.96,608.14,294.29
4.2,1.69,1051.03,771.22,346.51
19.93,0.0,891.54,541.91,244.49
12.31,0.0,626.04,414.72,197.88
6.61,1.27,251.08,480.04,207.75
30.0,0.0,784.9,347.46,161.6
24.08,0.0,792.06,388.84,200.77
-1.78,0.11,1401.89,993.33,433.94
7.55,1.63,468.28,734.73,342.26
26.35,0.0,345.42,154.98,76.7
14.57,0.0,1108.52,699.87,360.93
7.91,0.69,372.56,483.69,239.55
18.01,0.0,657.34,520.43,236.71
-5.14,11.5,765.42,1823.42,869.76
20.62,0.0,448.79,243.55,125.14
2.79,3.28,403.15,915.1,471.17
28.75,0.0,785.12,417.41,203.9
5.75,1.83,461.0,813.05,411.52
15.08,0.0,528.04,448.76,202.35
7.04,0.6,538.67,450.48,215.9
15.97,0.0,1135.68,588.57,281.02
13.29,0.0,333.53,375.2,174.14
-1.14,1.35,224.48,592.51,302.93
30.0,0.0,819.61,431.8,229.67
30.0,0.0,270.38,127.14,62.71
17.18,0.0,376.25,322.81,154.49
17.53,0.0,334.04,275.31,142.84
5.02,0.76,570.07,711.37,354.13
13.68,0.0,195.03,270.93,143.77
8.52,0.22,655.92,656.4,324.41
30.0,0.0,406.39,243.13,112.85
25.81,0.0,1162.15,464.69,229.14
27.53,0.0,705.3,277.31,148.3
23.92,0.0,418.32,230.39,121.03
24.65,0.0,339.53,164.03,82.11
30.0,0.0,246.47,143.4,71.76
11.13,0.0,1396.05,1006.54,475.84
-1.17,6.01,927.39,1548.9,721.85
6.82,0.49,391.27,487.53,250.52
7.86,0.29,696.41,606.93,297.4
-0.93,5.81,258.22,1083.54,540.27
22.76,0.0,348.41,204.32,96.28
16.19,0.0,678.51,400.57,197.52
-1.15,1.33,138.39,610.27,339.13
7.78,0.53,207.52,438.58,232.35
19.45,0.0,809.52,518.54,261.97
7.1,1.28,617.62,658.94,324.26
19.49,0.0,388.5,276.41,139.25
6.45,1.05,968.97,925.34,490.74
21.27,0.0,1390.15,760.19,422.63
26.79,0.0,620.53,292.01,133.64
24.04,0.0,625.26,380.42,189.66
12.87,0.0,1028.87,780.13,388.02
1.54,10.54,263.48,1869.88,967.03
17.37,0.0,1400.72,747.7,372.58
10.11,0.0,1476.02,835.06,428.61
18.02,0.0,127.3,151.29,74.71
20.66,0.0,679.84,338.8,166.08
18.31,0.0,689.73,419.9,213.29
16.72,0.0,510.8,390.56,198.67
-6.46,0.12,798.42,763.47,360.18
-0.55,0.97,652.94,859.61,418.65
13.0,0.0,495.89,436.18,217.96
25.15,0.0,348.31,171.0,81.66
30.0,0.0,345.45,185.85,98.95
3.28,4.75,728.62,1085.73,547.63
-0.27,7.69,1572.22,1754.64,877.34
17.06,0.0,540.22,395.26,202.43
30.0,0.0,245.09,117.7,60.06
28.63,0.0,495.39,272.48,145.34
19.28,0.0,581.35,395.53,199.23
21.63,0.0,562.37,332.27,160.31
8.6,0.86,482.9,514.53,269.82
0.27,2.65,1333.01,1287.22,657.14
13.18,0.0,882.65,598.25,307.72
10.53,0.0,761.48,601.24,283.64
24.77,0.0,79.96,50.0,24.74
20.72,0.0,581.61,342.43,170.34
29.53,0.0,599.15,353.72,180.78
13.99,0.0,339.59,353.13,178.99
16.89,0.0,216.68,204.13,95.75
18.55,0.0,847.49,459.43,254.92
12.43,0.0,752.85,664.24,358.69
11.35,0.0,852.28,688.28,323.02
-1.16,5.02,162.26,956.64,486.43
22.11,0.0,163.34,122.09,52.0
9.83,0.02,495.84,417.88,209.49
26.32,0.0,497.07,241.09,128.61
0.9,0.64,620.77,598.32,326.39
9.46,0.09,1546.38,954.62,486.38
21.02,0.0,1327.91,639.4,304.98
9.74,0.04,481.37,396.77,214.03
-3.21,4.13,738.74,1337.05,659.98
26.93,0.0,521.3,289.42,133.37
19.69,0.0,233.88,193.55,83.78
20.29,0.0,192.23,160.1,76.89
15.21,0.0,973.08,609.26,292.51
14.24,0.0,71.12,209.08,93.89
3.0,1.03,934.23,906.89,441.41
8.69,0.18,258.29,338.09,154.5
25.51,0.0,974.56,516.83,269.19
11.35,0.0,490.7,489.8,213.6
6.96,0.55,309.01,473.77,244.3
24.85,0.0,1963.35,939.05,464.55
3.84,1.36,946.51,870.06,412.07
21.86,0.0,475.24,270.71,125.15
15.63,0.0,58.91,167.98,77.93
14.92,0.0,325.78,328.13,167.05
21.82,0.0,477.96,240.98,127.04
21.09,0.0,595.65,375.02,186.09
16.45,0.0,1114.85,671.75,341.04
27.03,0.0,229.54,123.05,63.29
-3.28,9.26,468.77,1763.52,843.72
10.93,0.0,1581.0,950.8,454.35
25.24,0.0,382.45,188.39,95.07
11.05,0.0,810.29,579.06,327.4
15.91,0.0,1147.32,702.74,385.63
23.5,0.0,512.07,282.11,151.55
22.13,0.0,87.21,72.33,33.2
19.08,0.0,630.94,367.3,188.78
23.0,0.0,1397.15,815.19,439.05
13.2,0.0,818.29,550.65,270.81
21.89,0.0,580.24,329.41,159.55
-1.35,6.84,485.36,1243.29,616.93
25.53,0.0,795.34,372.78,184.84
10.89,0.0,813.16,541.72,305.1
26.13,0.0,331.97,166.57,84.47
19.17,0.0,199.06,172.36,90.78
26.69,0.0,590.0,251.02,130.81
9.25,0.22,319.24,382.5,196.27
12.09,0.0,1633.0,973.52,502.82
6.19,0.76,135.89,463.01,233.08
6.34,2.66,1443.83,1451.72,773.64
25.01,0.0,538.93,281.0,139.96
13.51,0.0,1052.01,710.34,380.95
30.0,0.0,240.82,124.31,56.09
0.91,5.41,740.4,1110.29,537.51
18.03,0.0,1230.42,700.94,336.26
17.87,0.0,169.7,190.57,98.18
14.45,0.0,59.32,160.38,73.27
13.89,0.0,739.88,453.07,246.18
9.26,0.56,756.3,619.12,307.67
26.71,0.0,262.78,120.61,61.74
3.35,1.39,943.71,1135.67,519.64
1.7,1.69,355.79,667.77,328.79
5.11,0.38,419.5,608.42,301.41
-9.05,17.82,654.04,2438.68,1164.04
4.35,4.81,1424.26,1638.66,725.75
12.66,0.0,924.29,597.29,291.91
10.44,0.0,732.47,628.77,302.66
21.94,0.0,480.37,284.42,138.73
30.0,0.0,794.33,438.2,199.95
15.25,0.0,1376.67,913.09,464.49
-8.95,4.9,1297.88,1883.12,972.93
6.08,0.54,570.55,656.03,335.47
-13.08,2.2,407.34,1012.29,452.78
8.78,0.53,588.98,590.48,296.41
12.26,0.0,872.43,607.6,281.1
10.76,0.0,717.91,468.08,242.93
8.26,0.57,618.9,617.34,284.34
11.99,0.0,600.75,479.41,221.28
7.31,0.69,93.36,378.32,190.23
21.17,0.0,527.61,342.1,175.78
18.5,0.0,847.75,569.12,282.11
7.62,0.49,1631.33,1119.21,558.26
14.34,0.0,449.13,378.14,187.42
30.0,0.0,369.74,176.74,84.48
5.76,1.26,1274.03,975.06,461.58
14.63,0.0,568.69,454.34,216.18
25.71,0.0,455.18,196.87,96.12
17.76,0.0,1704.53,889.87,439.22
24.78,0.0,736.16,355.59,181.87
30.0,0.0,231.19,106.7,50.44
14.52,0.0,161.71,235.16,119.21
13.26,0.0,643.71,514.64,236.53
23.46,0.0,876.15,449.63,237.78
9.79,0.06,862.96,628.64,309.48
19.3,0.0,767.69,464.89,228.74
2.75,1.62,921.14,1054.39,459.12
11.56,0.0,804.31,639.2,306.9
15.39,0.0,1229.71,932.75,486.79
4.89,2.38,251.16,602.05,294.23
2.3,0.67,372.0,606.38,283.17
-9.14,4.05,197.79,903.35,437.55
19.25,0.0,637.3,380.59,182.52
-5.55,6.4,513.25,1288.98,632.29
1.42,1.56,795.21,997.35,498.54
20.61,0.0,923.06,560.42,270.33
-8.35,7.44,604.17,1341.53,636.1
9.63,0.02,300.04,444.6,217.5
15.17,0.0,114.51,212.62,102.36
17.64,0.0,444.43,390.4,198.93
8.32,0.12,563.03,533.46,263.51
19.61,0.0,994.74,654.78,308.03
27.04,0.0,339.58,159.69,80.83
8.2,0.51,363.12,472.71,226.16
-3.84,1.65,686.42,846.67,418.21
5.02,3.01,542.1,830.27,416.67
8.26,0.23,911.78,660.91,316.46
21.63,0.0,457.19,258.72,128.61
4.09,2.41,437.74,679.25,336.32
14.96,0.0,925.1,576.53,288.16
20.37,0.0,624.28,414.24,196.26
14.27,0.0,301.36,304.46,143.64
21.63,0.0,699.25,390.19,198.02
27.67,0.0,133.65,63.92,31.65
22.22,0.0,706.83,350.81,180.28
12.97,0.0,472.3,379.48,181.05
-2.24,3.36,1032.09,1028.86,540.06
17.01,0.0,775.56,498.28,254.34
23.21,0.0,764.31,371.95,188.3
-0.17,1.19,363.28,706.07,336.94
24.65,0.0,686.56,338.24,181.57
5.22,1.15,1037.71,942.18,461.61
5.61,0.77,1175.14,916.46,459.39
6.77,0.17,1308.56,887.67,410.73
16.16,0.0,407.3,390.64,189.01
25.0,0.0,959.31,480.71,231.49
30.0,0.0,688.85,370.11,182.91
30.0,0.0,392.63,171.13,77.43
16.03,0.0,735.13,500.85,249.04
14.34,0.0,705.34,552.25,273.94
22.46,0.0,172.1,129.39,61.02
13.44,0.0,1048.08,647.36,303.75
20.82,0.0,892.08,567.16,289.13
12.67,0.0,586.13,558.5,263.72
10.38,0.0,341.75,385.03,187.8
30.0,0.0,425.63,201.71,102.6
22.84,0.0,555.81,307.9,147.31
8.89,0.91,1062.03,923.08,460.38
7.67,0.47,175.03,343.02,158.29
8.29,0.66,506.39,718.6,384.39
30.0,0.0,304.39,150.12,75.44
17.82,0.0,212.87,192.78,100.57
2.66,3.5,944.81,1184.28,624.93
11.6,0.0,518.33,434.39,214.11
24.07,0.0,769.08,371.64,180.52
20.22,0.0,599.17,401.95,226.43
19.31,0.0,652.18,399.72,216.02
9.45,0.31,1303.21,852.45,406.82
8.94,0.57,539.36,688.23,355.55
8.23,0.23,1102.65,857.06,437.25
23.15,0.0,860.71,477.4,247.49
18.02,0.0,544.66,460.42,237.92
20.85,0.0,667.68,350.89,173.69
10.77,0.0,943.38,760.2,378.95
26.81,0.0,148.22,78.77,37.57
17.16,0.0,343.64,345.04,170.54
14.76,0.0,69.41,162.82,76.09
17.08,0.0,476.48,400.53,187.25
13.89,0.0,1076.9,667.29,325.26
13.31,0.0,668.97,519.98,247.96
15.08,0.0,727.41,548.06,274.75
3.48,3.14,546.83,729.29,313.19
12.6,0.0,748.77,632.88,306.31
21.7,0.0,903.92,567.43,278.86
5.5,0.7,1062.31,1005.07,465.13
8.15,0.86,356.72,583.91,272.68
0.81,2.22,241.17,671.04,338.05
6.73,1.39,618.09,877.98,459.01
6.83,0.85,243.36,503.99,246.53
21.17,0.0,368.63,234.88,117.67
0.65,13.69,831.5,2272.45,1276.58
27.9,0.0,593.85,241.46,114.73
9.72,0.18,376.08,419.61,200.76
19.1,0.0,1095.71,524.58,235.89
21.66,0.0,388.21,240.65,113.91
18.05,0.0,1088.71,622.47,288.88
22.43,0.0,415.91,227.6,114.0
18.2,0.0,1155.84,731.66,384.52
18.32,0.0,439.22,264.75,133.33
5.7,1.38,645.44,743.57,335.1
22.78,0.0,636.35,307.82,150.79
30.0,0.0,933.55,543.22,248.83
30.0,0.0,1489.76,800.39,386.64
22.58,0.0,707.09,452.82,208.9
30.0,0.0,820.83,392.14,184.6
22.99,0.0,380.51,228.31,108.34
30.0,0.0,234.89,104.21,54.8
30.0,0.0,473.04,226.96,110.5
12.92,0.0,349.73,315.75,145.6
14.51,0.0,568.94,458.34,218.96
-0.31,3.32,329.87,840.95,398.55
-4.8,7.69,753.25,1378.18,698.01
4.11,6.03,446.31,1111.1,527.19
24.32,0.0,535.0,315.92,161.12
12.31,0.0,1206.45,892.56,435.78
2.29,0.94,193.3,580.14,276.93
15.0,0.0,340.6,293.47,143.78
1.73,2.71,253.78,702.52,318.31
8.06,2.09,640.54,801.17,405.5
1.29,0.95,459.17,662.46,348.76
6.82,1.88,473.48,624.24,289.79
27.99,0.0,413.21,220.67,102.3
11.21,0.0,977.41,732.49,383.68
23.04,0.0,639.83,289.56,149.54
30.0,0.0,629.42,298.85,149.86
26.97,0.0,529.3,313.02,148.09
10.87,0.0,483.54,393.61,187.02
-1.76,1.43,663.53,1030.15,472.03
13.8,0.0,898.08,609.11,290.46
4.56,1.34,1484.06,1168.87,586.24
26.26,0.0,247.42,119.49,59.7
18.55,0.0,671.27,434.22,217.41
21.34,0.0,283.55,193.76,81.38
30.0,0.0,456.25,196.79,91.48
14.83,0.0,126.47,222.81,114.4
17.29,0.0,530.75,417.33,203.06
27.22,0.0,464.76,241.91,127.31
4.72,7.6,567.16,1148.78,555.38
22.21,0.0,530.8,327.68,133.9
15.84,0.0,699.02,591.58,290.74
8.63,0.08,654.9,668.86,327.07
18.68,0.0,892.44,551.56,294.98
1.56,0.67,630.99,667.06,332.61
20.21,0.0,681.56,476.31,242.5
30.0,0.0,568.58,325.34,171.46
17.32,0.0,1210.92,757.81,366.25
21.64,0.0,88.96,100.12,50.28
26.22,0.0,452.59,211.72,102.81
23.29,0.0,415.51,206.35,91.63
12.0,0.0,129.68,213.81,103.61
17.3,0.0,369.67,322.2,156.34
12.78,0.0,341.9,358.72,162.48
9.1,1.02,1019.41,839.19,409.79
-4.46,4.83,372.71,1109.82,501.0
26.86,0.0,622.02,280.87,145.18
18.39,0.0,420.03,306.63,152.46
19.63,0.0,729.38,456.04,228.28
3.47,8.11,120.23,1115.96,554.22
30.0,0.0,548.85,228.63,114.95
23.97,0.0,429.72,268.04,137.31
23.19,0.0,536.77,275.15,133.59
24.05,0.0,605.11,297.22,145.88
19.38,0.0,308.32,270.94,135.97
18.99,0.0,1460.63,1064.93,529.02
7.93,0.55,324.93,480.64,253.0
25.03,0.0,1087.01,568.06,280.81
3.66,1.8,516.61,813.8,363.64
14.56,0.0,341.06,345.09,171.54
16.56,0.0,787.42,490.14,245.72
30.0,0.0,439.31,226.37,111.13
24.88,0.0,704.84,348.61,183.69
7.87,0.41,1283.37,945.24,476.83
6.28,2.57,761.3,1037.98,497.97
10.29,0.0,289.86,391.42,189.34
17.22,0.0,969.35,521.88,259.42
15.67,0.0,436.32,346.73,174.28
3.0,1.0,428.85,658.45,296.44
-4.41,6.97,194.47,1146.69,558.66
7.43,0.29,624.73,625.26,279.66
13.9,0.0,518.44,428.11,208.87
18.42,0.0,741.08,487.11,249.89
12.85,0.0,670.91,474.74,258.26
-0.1,0.36,872.81,955.69,453.5
18.56,0.0,624.26,451.62,216.54
13.65,0.0,256.46,284.37,122.54
15.63,0.0,264.06,293.8,143.05
18.41,0.0,1329.44,726.29,326.88
29.43,0.0,389.18,224.62,111.75
14.63,0.0,283.6,276.92,138.22
3.28,4.47,140.2,852.06,409.39
3.63,2.43,209.29,616.07,268.28
30.0,0.0,279.12,158.15,78.87
28.73,0.0,428.23,169.32,86.23
30.0,0.0,426.33,195.28,101.78
9.83,0.07,247.69,342.28,161.21
29.5,0.0,535.3,251.53,133.64
30.0,0.0,624.66,287.94,145.43
13.19,0.0,404.57,359.78,171.02
14.61,0.0,490.64,367.36,184.87
5.57,0.6,373.23,513.52,261.75
25.88,0.0,518.1,221.84,111.85
10.59,0.0,1014.74,726.49,343.21
9.63,0.03,1014.0,581.61,256.93
4.19,0.65,446.3,569.86,265.06
18.55,0.0,166.33,144.0,67.35
25.7,0.0,358.5,167.21,82.03
20.46,0.0,378.5,259.42,136.11
11.29,0.0,203.06,298.94,143.26
17.76,0.0,278.02,200.92,98.28
19.03,0.0,676.1,365.02,189.14
15.24,0.0,135.45,256.31,124.31
-1.32,1.47,670.53,650.24,362.68
15.87,0.0,757.97,500.89,257.25
12.77,0.0,613.84,564.51,258.73
19.87,0.0,280.52,245.93,122.03
-2.57,6.45,795.73,1261.66,619.2
27.27,0.0,348.18,187.25,92.81
-2.34,5.39,294.06,1384.36,698.35
18.5,0.0,833.02,539.8,255.02
0.84,0.24,750.34,835.05,415.33
16.92,0.0,511.24,404.49,209.03
20.33,0.0,654.35,389.5,204.7
23.54,0.0,1110.57,532.48,258.09
18.44,0.0,395.41,364.19,174.23
26.46,0.0,466.05,232.51,108.93
16.97,0.0,410.03,351.82,181.0
15.61,0.0,379.7,341.64,165.38
22.45,0.0,586.27,307.05,148.66
22.59,0.0,654.73,328.81,147.44
25.95,0.0,555.43,268.57,141.1
29.58,0.0,563.95,233.66,124.47
12.58,0.0,256.4,352.0,166.03
14.5,0.0,593.55,423.03,220.25
16.28,0.0,808.64,541.62,253.19
30.0,0.0,766.62,337.57,172.17
-7.52,7.02,649.61,1598.42,808.85
30.0,0.0,604.05,318.94,158.69
13.53,0.0,2227.18,1279.31,630.28
15.32,0.0,329.85,299.27,148.35
11.26,0.0,641.51,576.46,273.69
19.75,0.0,578.93,365.32,175.91
12.33,0.0,651.78,494.21,238.71
25.21,0.0,937.8,497.59,241.2
30.0,0.0,364.21,186.7,89.41
23.83,0.0,860.01,465.21,246.91
23.47,0.0,1084.89,572.88,267.79
16.96,0.0,425.17,356.29,163.57
-6.07,2.31,671.9,1046.21,521.5
29.0,0.0,637.12,321.21,159.03
-0.42,2.95,1110.06,1269.57,642.18
5.19,1.89,195.58,589.25,305.6
24.32,0.0,222.63,113.22,58.28
30.0,0.0,616.72,288.12,135.08
27.0,0.0,1313.94,523.34,277.86
19.23,0.0,576.53,370.35,187.76
20.13,0.0,287.62,198.36,95.9
3.47,0.83,1160.04,1041.92,494.45
17.75,0.0,82.31,162.95,73.8
13.16,0.0,589.54,457.25,253.38
15.04,0.0,748.71,555.22,274.14
10.78,0.0,453.07,485.58,249.36
-0.16,1.4,685.81,835.28,405.66
8.24,0.38,539.12,571.7,268.7
16.27,0.0,334.74,328.18,164.48
17.53,0.0,882.96,633.91,326.45
16.0,0.0,299.22,268.43,135.67
19.85,0.0,497.51,363.55,194.78
11.57,0.0,975.43,693.03,344.18
2.66,1.68,651.38,734.64,373.88
6.62,0.75,358.95,581.47,275.46
29.48,0.0,214.65,111.69,55.64
7.31,1.3,236.53,546.14,251.83
13.13,0.0,388.7,369.2,169.9
8.34,0.99,1627.22,1087.86,566.27
12.72,0.0,610.55,448.53,228.71
30.0,0.0,926.68,534.48,297.75
13.94,0.0,511.53,429.11,199.24
10.52,0.0,298.36,357.06,172.45
14.73,0.0,962.75,645.3,316.82
6.58,0.67,648.76,686.17,335.68
-1.32,10.17,239.38,1352.69,653.64
25.91,0.0,787.73,342.63,177.53
16.3,0.0,317.58,320.25,149.35
30.0,0.0,507.05,251.66,132.08
4.0,1.54,689.79,789.02,387.62
30.0,0.0,283.42,127.29,62.69
8.99,0.3,857.85,673.09,342.2
15.24,0.0,669.51,576.65,269.57
13.58,0.0,736.1,606.85,276.63
5.63,1.34,1062.07,1010.1,546.34
-2.52,2.35,108.66,724.18,330.8
11.05,0.0,223.47,369.61,186.63
19.23,0.0,383.1,282.93,140.97
30.0,0.0,253.5,124.15,64.86
27.17,0.0,481.35,248.14,125.52
13.17,0.0,874.02,629.05,291.99
5.36,1.65,440.92,681.48,320.25
22.96,0.0,96.58,88.76,41.04
28.5,0.0,797.28,382.99,199.69
30.0,0.0,398.56,202.38,97.69
30.0,0.0,530.78,234.27,115.99
23.1,0.0,107.86,72.18,34.42
18.85,0.0,366.48,347.62,174.31
2.86,2.56,1104.67,975.94,464.31
25.26,0.0,665.6,337.3,179.5
20.64,0.0,839.84,482.14,252.63
29.3,0.0,631.32,268.53,117.54
12.3,0.0,205.76,251.25,119.46
10.87,0.0,177.56,307.19,142.7
4.35,4.3,639.93,993.83,433.25
12.19,0.0,982.7,621.47,303.57
1.34,3.31,510.22,1076.36,573.55
0.41,4.77,412.16,1256.93,685.25
20.64,0.0,218.22,205.72,110.6
11.46,0.0,893.62,576.62,311.37
30.0,0.0,908.38,423.21,223.7
11.11,0.0,571.43,568.38,282.08
10.65,0.0,687.5,574.46,264.84
10.16,0.0,541.11,481.63,223.21
17.22,0.0,614.08,390.04,201.3
13.58,0.0,1056.62,720.41,371.87
6.83,0.99,832.37,831.48,412.42
19.83,0.0,304.7,220.68,103.28
23.82,0.0,530.39,266.17,129.04
19.68,0.0,968.48,554.41,287.26
30.0,0.0,921.23,474.32,219.55
30.0,0.0,1233.82,609.83,297.24
25.89,0.0,595.44,317.33,166.51
7.88,0.23,1378.45,965.11,486.85
-1.7,0.51,848.42,855.78,410.84
5.63,0.37,122.77,382.86,184.85
30.0,0.0,1080.71,555.33,274.78
15.44,0.0,695.71,488.86,236.99
28.07,0.0,359.72,158.11,79.65
30.0,0.0,422.1,201.97,99.54
26.75,0.0,101.13,50.0,23.28
22.73,0.0,612.8,356.45,166.83
4.74,3.68,230.44,735.32,346.44
9.29,1.03,463.0,577.83,288.31
28.13,0.0,400.22,217.53,106.05
1.69,2.75,187.19,721.36,338.27
22.81,0.0,1155.58,725.81,366.04
-15.65,13.53,280.56,2136.09,963.29
13.54,0.0,643.0,406.11,208.56
18.33,0.0,915.18,546.5,260.57
21.84,0.0,762.22,338.2,165.93
3.96,2.16,802.74,815.4,407.16
4.58,1.3,453.56,589.76,288.86
30.0,0.0,532.47,312.27,152.11
13.89,0.0,283.23,269.79,126.51
29.09,0.0,1112.07,579.53,275.33
-2.89,6.76,405.92,1310.71,613.3
18.03,0.0,373.11,305.96,145.68
6.81,1.28,658.63,758.51,396.1
22.54,0.0,693.67,399.79,201.65
6.88,2.24,543.58,703.49,363.73
7.76,0.96,988.36,836.2,424.68
13.11,0.0,331.21,330.96,138.43
8.02,1.08,803.77,733.68,330.46
30.0,0.0,1678.41,913.24,431.47
18.14,0.0,494.25,346.94,154.0
10.49,0.0,231.6,386.85,169.61
0.94,2.31,851.15,1128.7,510.94
14.54,0.0,872.43,596.29,326.19
8.17,0.25,1125.69,770.88,385.0
6.08,0.22,519.57,599.87,301.85
8.4,0.78,508.16,667.26,293.13
10.49,0.0,1282.77,821.73,392.71
21.54,0.0,183.5,131.54,68.19
3.78,0.77,632.63,652.21,334.79
11.03,0.0,461.42,417.97,219.28
16.1,0.0,521.82,383.49,206.46
12.3,0.0,378.42,345.48,175.0
19.27,0.0,321.2,232.6,116.29
30.0,0.0,747.32,346.52,166.83
10.81,0.0,760.0,591.35,266.89
12.77,0.0,655.41,513.3,237.52
14.34,0.0,38.62,208.45,88.9
8.3,0.31,351.43,559.27,267.96
25.17,0.0,371.65,182.57,95.78
21.89,0.0,657.8,409.98,194.4
24.97,0.0,849.09,443.43,221.61
13.37,0.0,201.12,269.65,130.74
12.89,0.0,517.89,442.46,222.95
11.67,0.0,453.78,425.08,216.91
11.58,0.0,448.35,451.62,233.98
8.58,0.66,101.85,337.45,148.65
0.64,1.5,423.24,709.5,336.41
20.48,0.0,1501.36,765.18,347.05
10.88,0.0,1395.41,946.56,477.09
16.9,0.0,950.43,592.12,286.37
10.6,0.0,87.74,264.03,134.2
11.76,0.0,233.03,310.03,147.98
19.02,0.0,384.19,285.0,129.96
-0.21,3.01,539.96,963.42,464.47
-0.42,1.71,728.67,782.43,365.42
20.51,0.0,715.27,424.94,201.89
-0.05,9.28,253.88,1594.54,772.29
-0.73,16.21,784.53,2506.98,1203.21
13.07,0.0,314.58,323.4,166.5
18.26,0.0,267.71,240.55,112.93
12.47,0.0,643.79,529.48,253.3
14.8,0.0,1357.54,909.2,415.31
20.76,0.0,411.36,236.15,118.63
18.18,0.0,404.81,324.59,150.44
11.19,0.0,179.5,353.67,181.03
10.98,0.0,253.14,298.76,150.4
19.24,0.0,555.92,344.87,162.73
27.44,0.0,821.45,377.07,183.8
16.74,0.0,966.25,592.84,310.56
17.45,0.0,1123.21,569.26,300.35
5.24,1.42,600.13,775.45,353.68
19.46,0.0,308.83,235.92,106.84
18.57,0.0,927.31,529.16,254.36
30.0,0.0,511.26,239.98,114.44
10.47,0.0,1263.91,816.23,421.87
21.09,0.0,237.93,176.57,78.5
-8.81,5.43,366.38,1214.12,581.04
6.96,1.0,352.85,450.23,224.02
2.82,1.88,560.27,811.33,412.48
21.04,0.0,1625.41,792.73,399.53
22.72,0.0,1326.38,710.01,360.19
3.38,5.18,1082.53,1431.27,697.03
24.24,0.0,920.39,480.62,235.03
15.75,0.0,197.43,257.48,126.67
19.42,0.0,703.6,399.57,195.61
9.97,0.01,543.88,541.88,264.15
30.0,0.0,828.21,378.22,181.45
8.41,1.15,527.23,666.31,291.21
18.09,0.0,524.0,380.84,181.85
18.37,0.0,613.22,416.37,207.28
-1.92,1.25,543.18,795.93,366.88
15.25,0.0,171.63,197.13,97.55
7.38,0.42,888.34,683.05,361.65
17.22,0.0,885.27,592.17,296.99
-14.05,10.33,246.83,1718.98,854.72
8.35,0.28,367.94,448.33,207.69
30.0,0.0,253.17,131.75,73.41
21.65,0.0,1427.57,841.5,437.29
6.5,1.02,1046.31,779.91,352.43
15.7,0.0,160.59,200.77,95.34
4.02,4.45,542.77,1078.19,521.91
2.61,4.95,1142.14,1378.5,602.01
26.32,0.0,1036.42,548.62,293.86
29.3,0.0,985.45,486.0,226.15
5.48,6.26,466.29,1098.43,553.78
9.15,0.4,2098.12,1475.63,751.01
12.64,0.0,639.94,512.39,257.86
6.57,1.25,964.9,995.12,517.93
30.0,0.0,204.77,102.15,53.28
21.05,0.0,418.89,239.8,116.46
26.98,0.0,1021.85,511.72,240.33
18.41,0.0,218.88,207.93,107.87
8.33,0.34,539.88,586.2,284.59
