energy_kwh,machine_runtime_hours,furnace_usage,cooling_load,shift_hours,co2_kg
2980.25,7.66,1.64,114.97,12,1564.99
4797.54,20.62,3.56,740.47,24,3522.28
2001.68,8.25,1.92,372.03,12,1163.73
7165.68,6.71,6.13,393.09,12,3796.01
3727.48,9.17,1.99,398.68,16,2291.41
4478.5,4.2,2.96,660.7,8,2336.53
9786.87,8.19,5.11,430.81,16,5808.11
4825.24,7.75,0.26,201.95,12,2431.11
3601.6,4.02,0.43,379.14,8,1766.32
3020.95,8.77,0.3,205.41,16,1774.55
3343.92,6.05,2.67,292.67,8,1837.15
13460.67,13.21,0.0,553.78,24,8289.85
12074.35,12.33,0.31,261.1,16,6757.08
7660.45,9.46,0.31,771.91,16,4406.67
5492.79,6.41,4.06,331.9,12,3244.41
10799.74,16.67,0.09,315.03,24,6836.59
5443.92,4.41,1.7,90.59,8,2746.07
1473.77,6.91,1.78,142.33,8,838.69
11171.86,9.21,0.95,251.12,12,5491.27
4102.13,9.62,1.53,230.58,12,2177.67
2997.02,11.91,0.61,29.56,12,1486.14
6468.52,4.55,2.0,196.84,8,3006.79
3420.21,4.54,4.75,1266.55,8,2052.51
3703.57,7.17,0.92,398.69,8,1971.81
11213.15,13.27,1.12,468.8,16,6283.32
4484.47,14.47,0.95,290.99,24,3034.02
6607.08,22.85,1.26,207.73,24,4373.09
4918.26,8.22,1.13,127.94,16,2754.09
4790.44,10.46,2.17,393.82,12,2902.35
5025.32,8.28,0.83,213.77,16,2698.8
5171.44,19.56,0.72,427.7,24,3605.41
2437.97,7.01,2.54,454.49,8,1375.23
6508.69,11.72,4.51,156.53,12,3530.01
8798.76,11.75,3.13,545.14,12,5042.86
6529.31,7.37,0.68,302.35,8,3396.79
7269.68,11.94,0.11,115.22,12,3864.03
12899.31,12.24,2.0,84.32,16,7133.76
5693.34,5.98,0.0,337.32,8,2888.26
3669.46,4.18,2.08,179.2,8,1814.67
7250.8,15.14,0.57,148.76,16,4103.56
6637.52,7.19,3.15,24.21,12,3762.41
7440.46,16.34,0.67,196.62,24,4817.92
2085.42,6.83,3.04,309.46,8,1082.81
10385.63,4.79,2.03,306.23,8,4630.43
6365.41,17.22,3.07,315.63,24,4796.91
4522.49,11.25,0.15,327.94,16,2590.25
7814.16,5.35,2.88,37.02,8,3942.62
3282.57,11.97,1.23,13.15,16,1710.15
21799.33,12.07,0.63,68.49,24,13030.95
8744.77,16.75,0.22,98.42,24,5406.16
8801.82,9.8,1.47,736.46,16,5537.49
7085.39,18.48,2.11,529.54,24,5061.26
7363.3,9.6,0.75,415.79,16,4666.55
3632.4,12.08,1.39,126.56,16,2069.12
14075.98,21.56,0.03,513.04,24,9467.61
4861.62,8.14,2.25,158.4,16,2950.66
8870.7,7.48,3.09,508.52,12,4963.78
2936.3,6.52,1.09,392.98,8,1507.84
16122.13,15.68,0.91,114.15,16,9257.11
11056.04,15.15,0.21,60.51,24,6974.64
9364.11,8.16,3.14,232.29,12,5452.8
3523.42,9.81,0.71,372.45,12,2013.94
4437.84,6.47,0.41,366.44,8,2416.59
3249.22,5.19,2.49,188.99,8,1712.21
5247.33,10.13,0.41,572.71,12,2843.71
7952.43,13.52,5.91,693.31,24,5468.83
2801.99,13.65,0.06,275.64,16,1454.45
10230.86,13.4,0.17,547.59,16,6174.91
4120.91,12.48,1.33,34.72,16,2334.42
8909.94,16.73,1.78,57.58,24,5835.01
10072.65,19.48,2.03,227.14,24,6814.32
15876.36,21.41,0.99,205.44,24,9868.41
4970.27,7.43,0.45,827.56,8,2670.0
3331.56,11.99,2.97,81.8,12,1686.74
9960.64,13.72,6.22,186.79,16,5752.84
9442.92,14.2,0.79,212.23,16,5238.37
5901.62,12.35,0.46,421.23,16,3626.79
1056.19,4.29,1.83,511.35,8,740.61
14692.44,23.06,0.36,272.66,24,9873.76
12001.6,9.25,0.66,177.81,16,6662.51
4051.98,11.9,0.1,107.02,16,2213.51
9148.93,7.76,0.31,124.55,12,4933.01
2389.21,4.23,4.96,452.06,8,1466.45
5665.28,4.82,0.17,237.62,8,2710.39
10750.53,18.71,0.5,533.05,24,6976.33
12068.43,17.11,2.91,438.6,24,8360.12
13459.37,15.0,0.33,365.83,16,7542.73
6607.74,11.17,1.01,1036.96,16,4342.71
13292.99,19.16,2.7,236.05,24,8786.73
12244.96,11.89,0.3,368.25,16,7056.71
9126.04,20.66,0.41,258.54,24,5429.63
2999.93,4.01,1.25,112.36,8,1447.65
3278.07,14.03,2.9,44.17,16,2035.05
1746.81,4.07,3.87,141.63,8,984.65
6074.36,8.84,0.29,350.43,16,3602.94
3152.03,7.81,0.47,300.39,8,1651.8
15888.57,11.69,4.28,1067.97,16,9350.24
5261.24,4.76,1.68,237.66,8,2721.11
5974.64,14.93,1.54,330.79,24,3988.57
9885.9,13.46,0.44,362.36,24,6196.08
4048.38,6.39,1.12,213.85,8,2158.28
9377.93,10.2,0.39,244.55,12,5089.52
4836.95,9.79,0.79,83.96,16,2695.15
6229.86,23.48,5.93,201.06,24,4751.4
7780.09,7.93,0.05,91.98,12,3776.07
3976.0,9.35,1.73,68.62,12,2174.95
2982.84,4.4,3.09,507.8,8,1584.11
3504.99,6.27,1.72,203.5,12,2004.37
6653.22,14.95,0.28,187.58,16,3603.54
3909.33,7.61,0.68,98.01,12,2034.81
7508.78,15.46,0.92,600.47,16,4385.09
14632.3,20.05,2.66,562.27,24,10010.17
10940.91,11.09,0.7,414.01,16,6692.83
5294.5,7.13,0.38,167.16,8,2610.32
8449.19,8.76,2.54,423.77,16,5416.65
4667.11,7.74,0.98,85.44,8,2149.2
6278.36,12.48,0.33,165.18,16,3587.36
9146.26,7.85,1.06,104.83,12,5279.27
4796.25,10.92,0.87,59.01,16,2674.22
6368.04,10.64,0.0,542.16,12,3312.47
5169.51,10.4,1.42,613.11,12,2951.59
8392.33,23.17,0.68,146.38,24,5346.31
14239.83,8.52,0.78,413.37,16,7872.79
2050.88,5.1,0.72,91.68,8,1072.4
3041.38,6.58,2.61,199.86,8,1564.94
4551.21,8.62,3.6,367.02,12,2574.63
4616.61,20.8,2.04,447.03,24,3438.66
13279.36,21.12,0.57,239.96,24,8869.13
14369.98,12.65,1.2,463.22,24,9311.87
3388.83,4.46,2.68,575.59,8,1922.13
2302.64,7.71,2.75,169.6,8,1179.77
8169.11,20.23,0.19,125.32,24,4973.32
4551.31,8.05,1.68,216.38,16,2418.15
14804.16,16.68,0.28,411.75,24,9471.42
11679.17,8.14,1.44,298.83,16,6629.41
4943.02,7.73,6.38,55.51,8,2373.77
10767.08,10.89,10.49,184.81,16,6084.2
3124.65,6.86,1.16,785.67,8,1775.77
2105.73,10.17,0.78,123.11,12,1268.8
5337.0,9.72,0.09,33.14,12,2682.18
11743.62,18.9,0.97,575.78,24,7948.32
8814.12,19.33,1.13,366.36,24,6122.66
12701.88,15.25,2.27,184.0,16,7443.84
6093.36,7.65,0.44,209.37,12,3235.44
4315.15,4.91,0.33,55.78,8,2037.81
8112.24,5.01,1.23,865.77,8,4310.83
2867.99,5.15,0.41,318.44,8,1497.71
7394.3,9.13,0.6,155.08,16,4194.65
2928.39,15.92,0.07,662.33,16,1912.11
13129.25,22.4,1.46,109.84,24,8522.52
7632.11,6.67,0.38,202.63,12,3740.74
7651.61,13.35,0.07,211.05,16,4471.96
5639.35,10.98,0.27,182.46,12,2840.85
2709.73,11.57,0.15,323.93,12,1524.73
5555.82,7.3,5.55,192.26,12,3126.5
6835.25,6.88,0.7,227.32,12,3633.28
9143.94,12.27,3.23,811.64,16,5645.3
3729.11,4.98,1.51,134.41,8,1722.05
1664.02,5.87,1.2,222.07,8,987.7
6088.37,7.96,1.0,236.22,8,3054.55
13026.14,22.45,0.04,138.86,24,8071.18
5373.66,12.51,1.06,259.4,16,3203.72
7611.06,10.06,1.19,258.44,12,4435.27
5195.6,6.49,0.15,152.89,8,2532.4
1453.21,6.6,1.4,408.14,8,843.14
3562.89,14.06,1.81,257.13,16,2329.35
9353.31,8.27,2.61,200.19,16,5752.8
2951.31,4.69,0.94,290.54,8,1494.39
7309.36,4.38,0.53,394.73,8,3618.43
5139.62,7.57,0.98,165.75,8,2778.77
9701.11,13.92,1.83,355.95,16,5516.31
8586.58,9.13,1.85,137.77,12,4403.5
3313.99,4.13,0.4,564.37,8,1782.26
9868.98,11.74,6.49,289.16,16,6167.98
4490.93,11.83,0.04,236.17,16,2455.0
1941.46,4.13,0.05,246.5,8,1030.84
6349.17,7.74,0.39,413.49,8,3203.04
1319.21,8.09,1.22,391.41,12,923.12
917.47,5.46,0.42,17.83,8,450.85
4140.44,11.82,0.58,229.73,12,2257.82
3402.34,7.43,1.67,324.66,12,1852.17
4179.57,5.61,1.66,15.72,8,2176.29
7901.58,10.58,2.02,213.28,16,4519.83
7004.14,13.31,0.66,80.2,24,4377.75
12785.66,20.46,1.1,145.83,24,8286.97
11904.17,18.92,1.35,255.5,24,7418.44
4524.27,7.1,1.65,184.37,12,2545.48
2905.61,7.21,3.9,342.06,8,1606.25
4372.33,8.96,2.92,220.66,16,2723.23
9878.53,7.14,0.14,146.83,12,5077.64
2188.02,5.83,1.42,531.64,8,1223.07
3068.19,4.01,1.58,230.67,8,1606.23
5661.71,15.18,0.66,531.88,16,3464.3
5470.6,6.12,5.63,677.17,12,3348.77
24282.81,20.73,0.45,19.94,24,15365.83
10379.07,20.36,5.48,305.77,24,7533.88
3981.91,11.02,2.31,711.29,16,2739.78
7174.44,6.63,0.1,126.94,12,3835.81
4881.96,4.09,0.36,476.37,8,2515.77
10334.32,20.11,1.59,108.65,24,6964.93
5008.4,4.64,0.49,200.16,8,2481.8
3961.03,10.36,0.5,213.33,16,2480.1
8065.31,15.07,0.83,526.32,24,5430.95
6054.42,13.26,2.59,61.76,16,3405.05
13499.3,15.88,0.61,737.25,16,7627.86
2861.7,11.68,1.63,667.92,16,1870.92
11658.65,15.75,0.69,149.25,16,6626.53
5915.4,7.9,0.74,75.82,8,2858.09
5022.72,12.41,0.11,118.74,16,2635.95
2616.78,8.72,2.08,54.53,12,1439.58
9880.91,19.35,0.07,370.82,24,6083.46
3718.97,7.01,0.72,337.21,8,1864.35
6867.47,11.82,1.11,204.57,16,3900.73
3622.81,10.3,0.58,57.95,12,1761.6
7502.96,10.24,0.07,148.61,16,4220.03
9263.9,13.31,2.2,651.78,16,5184.0
6922.99,9.79,0.87,478.13,16,3769.1
2986.44,7.13,0.27,461.56,8,1689.38
6455.56,8.87,3.55,108.16,16,3912.22
7799.01,18.81,0.19,71.56,24,4654.87
24076.31,13.66,1.69,473.27,24,16325.1
4484.82,13.33,3.68,246.12,24,2992.93
7895.1,5.88,4.3,175.39,8,4113.47
2162.46,6.12,2.09,293.0,8,1228.37
1574.63,11.06,0.46,581.73,12,1034.38
3258.83,5.79,1.34,208.59,8,1643.25
5465.37,6.39,2.25,328.48,8,2903.17
14989.27,23.6,1.9,125.96,24,9571.85
7223.0,9.63,1.22,488.26,16,4522.63
10720.42,5.18,0.49,262.13,8,5185.83
4445.75,15.08,0.71,653.26,16,2894.4
8900.34,14.34,2.26,560.13,24,6330.86
5616.65,18.54,0.46,249.83,24,3862.93
11586.2,22.92,1.08,390.73,24,7738.63
7035.63,6.14,0.87,316.81,8,3364.27
8906.7,15.21,0.15,81.03,24,5761.85
5515.82,5.29,3.18,147.51,8,2788.59
2423.3,7.68,4.05,366.44,8,1420.79
10166.33,13.2,0.96,152.31,16,5535.27
1924.9,7.86,0.45,145.21,8,911.69
1831.1,7.65,0.9,53.23,12,966.35
8155.06,6.43,0.15,270.88,12,4254.66
6665.35,10.46,4.62,415.29,12,3997.59
6429.56,7.19,2.07,203.6,12,3361.72
5313.69,11.67,3.44,919.22,12,3168.92
4243.1,12.57,1.84,215.85,16,2511.33
17756.47,17.57,1.37,166.82,24,10711.96
4333.72,6.1,1.62,376.01,8,2362.74
5733.27,8.17,2.53,823.7,12,3559.73
11950.45,10.17,3.16,68.78,12,6329.15
8552.27,22.17,4.04,178.81,24,5029.75
3548.83,5.6,0.08,171.93,8,1943.96
9479.59,11.12,0.59,604.62,12,4929.84
4866.61,13.16,0.25,94.62,16,2650.7
4031.7,12.07,2.8,187.24,16,2610.81
6556.97,9.34,2.42,256.05,12,3739.67
11632.53,14.46,0.16,508.4,16,7359.6
2069.32,6.15,0.6,56.31,8,1009.72
10345.0,8.27,0.6,213.97,12,5484.09
6795.84,11.86,0.03,240.5,12,3514.67
8291.41,5.0,0.11,181.12,8,3664.23
11070.27,12.57,2.74,857.23,24,6987.77
9020.56,9.37,0.72,335.92,12,4856.39
3769.42,5.74,1.38,111.54,8,1837.79
10966.41,17.93,1.13,205.0,24,6873.07
8453.35,18.14,4.39,521.2,24,5635.22
7462.25,6.07,0.02,317.06,12,3878.1
3037.29,8.56,2.28,139.24,12,1594.68
6850.23,18.22,2.68,94.27,24,4551.03
3022.08,5.09,1.22,620.38,8,1569.68
13094.52,16.04,2.45,324.37,24,7765.3
13441.67,12.19,1.1,275.15,24,8357.0
4779.04,22.38,1.16,620.27,24,3513.1
4806.6,8.7,1.18,731.8,16,2964.46
4301.98,4.06,1.71,278.23,8,2374.45
9028.52,22.28,10.68,197.04,24,6298.28
7600.17,11.17,4.17,304.44,16,4619.97
8692.05,22.25,0.1,340.37,24,5759.19
4273.48,8.52,3.37,464.54,12,2259.52
13265.6,13.53,1.28,232.31,24,8796.79
2424.27,5.76,0.15,292.77,8,1179.57
26873.2,19.73,2.05,107.13,24,16181.73
2506.56,9.42,2.45,280.79,12,1456.93
8229.68,9.44,1.19,565.99,12,4770.58
11434.07,11.25,0.04,97.57,16,6651.12
9325.59,12.14,0.77,714.98,24,5964.72
8157.23,11.86,0.32,470.19,16,4867.07
2540.2,5.82,1.79,78.7,8,1186.24
2196.26,8.89,1.43,251.14,12,1217.58
2483.89,6.13,0.65,831.97,8,1668.72
7911.0,12.51,1.5,319.74,16,4749.97
3767.68,9.87,0.06,59.64,12,1979.51
4666.54,5.05,0.23,417.25,8,2360.72
5357.94,14.47,0.51,816.8,16,3061.73
10230.99,13.84,0.55,198.78,16,5948.12
3757.65,4.58,4.29,161.28,8,1883.96
10273.1,15.68,0.45,365.12,24,6929.01
12030.41,12.33,1.68,498.05,16,6887.79
18421.01,19.09,0.04,69.7,24,12501.22
8469.1,20.25,0.24,542.5,24,6199.79
4385.12,12.95,1.82,341.98,16,2687.75
3219.78,5.66,0.09,308.34,8,1538.17
1945.7,5.61,0.12,731.21,8,1206.13
3926.67,8.73,1.29,73.82,12,2065.03
2982.56,4.12,1.15,229.63,8,1580.6
4731.47,4.84,0.23,191.41,8,2460.87
3731.73,5.24,1.81,225.02,8,2058.2
12818.8,20.76,0.92,679.23,24,8236.5
3855.67,6.37,0.73,71.42,8,1823.11
6955.62,12.25,1.3,328.42,16,4101.93
5252.89,7.08,0.73,45.64,8,2592.91
14449.42,12.16,1.27,270.44,24,9941.33
2224.24,8.23,0.07,178.22,12,1211.54
4636.49,6.85,0.01,144.12,8,2161.05
7650.17,6.14,0.14,439.02,8,3432.77
1956.16,7.23,0.13,74.24,12,1047.12
6249.27,12.74,3.52,106.48,16,3535.16
5575.4,13.77,0.1,457.23,16,3296.44
2712.89,7.0,3.5,135.95,8,1495.81
7872.02,12.14,1.42,233.57,16,4765.46
9545.42,14.18,1.43,166.63,16,5372.28
8429.79,7.69,0.08,342.11,12,4361.19
4267.3,6.77,6.97,47.13,8,1968.63
4603.72,15.7,1.82,276.88,16,3054.89
3520.34,10.75,2.1,95.46,12,1834.17
5158.54,8.56,2.67,348.59,12,3160.83
1897.85,6.39,0.73,114.51,12,1059.89
6470.96,13.83,5.41,199.5,16,4351.62
2028.7,4.34,1.36,268.54,8,1057.62
9237.32,10.76,1.5,204.7,16,5288.21
6547.3,11.55,0.73,427.01,16,3700.99
7170.71,15.29,1.32,136.73,24,4341.44
9143.68,10.59,2.51,145.13,16,5626.7
4414.49,11.63,0.47,99.84,12,2438.54
19015.34,15.26,1.28,182.97,24,12338.99
5029.33,5.44,1.35,71.61,8,2322.56
2596.03,6.22,0.93,79.66,8,1284.22
6428.69,10.46,1.04,85.49,12,3573.07
3718.43,5.4,1.33,57.53,8,2034.31
12460.79,13.36,3.64,357.79,24,8409.48
11647.59,10.85,3.25,28.74,16,6696.96
11869.32,15.46,0.04,721.79,16,7537.34
10398.58,11.77,1.08,52.63,16,5772.24
7204.58,23.08,1.44,320.96,24,4872.06
4419.45,6.88,3.39,186.9,8,2259.3
5501.26,13.18,2.73,41.51,16,3127.82
11426.52,11.53,0.04,56.95,12,5922.46
4605.76,9.1,0.17,78.39,12,2523.09
9487.04,12.91,0.23,355.79,24,6302.18
5168.76,5.29,0.01,454.22,8,2695.3
8114.81,13.6,2.53,177.15,16,4624.25
12783.47,16.4,2.48,457.95,24,7897.44
3700.89,7.54,2.29,75.32,8,1662.41
12154.7,20.92,0.69,476.21,24,8286.73
13300.59,15.6,0.58,351.6,24,7855.7
7229.41,11.01,0.41,113.62,16,3941.0
2965.38,6.57,1.89,959.77,8,1613.32
2268.9,4.09,0.08,52.25,8,1106.88
5929.49,10.69,0.36,434.18,16,3150.71
3926.18,9.56,5.05,80.76,12,2170.68
16549.3,14.45,0.79,1040.3,24,11572.55
8216.01,11.84,2.52,190.65,16,4472.51
4879.46,4.25,2.19,399.96,8,2480.61
4126.53,11.39,0.42,96.86,16,2266.57
2180.33,7.42,2.94,746.35,8,1579.68
5103.12,10.01,1.22,773.85,12,2999.12
10624.56,10.94,2.01,68.41,16,5464.95
10353.67,8.41,0.53,117.36,12,5632.06
5171.94,14.65,0.08,474.9,16,3180.79
3238.19,9.53,1.14,277.01,12,1837.74
5099.14,10.53,0.46,66.43,12,2566.54
12985.45,23.88,0.55,422.96,24,8261.36
1926.21,11.99,1.61,210.54,12,1170.11
6435.47,7.9,0.69,330.7,12,3525.22
10761.03,13.05,0.85,180.44,16,6207.3
6096.58,12.77,4.74,272.2,24,4181.93
15306.72,23.79,4.49,420.59,24,10377.63
19462.86,12.21,1.58,301.44,24,12835.66
11695.86,8.58,3.42,261.48,16,6927.11
6189.62,22.0,0.23,104.81,24,4250.63
4851.14,14.9,0.23,267.82,24,3285.38
6278.86,9.7,1.96,362.0,12,3061.23
5212.13,11.77,1.33,475.76,16,3073.47
5967.49,11.67,1.54,347.8,12,3041.47
15661.41,14.7,0.92,177.12,24,9704.27
1928.95,10.71,0.9,81.09,12,1050.65
10319.9,22.88,0.7,365.62,24,7182.11
6268.27,13.55,0.87,267.52,16,3646.78
7954.92,13.53,0.45,51.2,16,4510.21
4572.28,9.54,0.29,318.43,12,2398.04
4093.92,11.41,3.32,119.78,12,2218.66
13720.05,16.94,2.76,579.9,24,8873.54
7924.91,6.49,0.21,544.23,8,3863.81
7611.62,10.41,3.52,155.23,12,3882.55
3464.07,11.72,4.42,193.19,12,1956.81
2507.78,5.74,0.28,139.31,8,1251.17
2926.8,8.22,0.65,41.38,12,1577.9
3868.17,4.36,3.82,54.41,8,1991.96
8928.1,9.03,0.68,110.08,16,4959.31
19439.9,19.15,0.7,431.32,24,12944.75
6295.87,15.17,1.42,70.7,24,4169.03
3266.04,4.14,0.64,852.97,8,1858.17
3061.27,4.34,1.34,119.81,8,1537.48
13774.24,23.99,0.3,815.06,24,8713.95
5746.76,9.01,1.12,487.72,16,3648.18
10830.08,15.62,1.05,292.24,24,7405.09
3368.61,11.64,1.99,152.11,16,1886.62
9368.88,9.65,3.25,382.63,16,5424.56
12962.6,22.92,0.35,151.81,24,8096.89
5803.68,7.7,0.55,382.43,12,3504.21
13609.67,9.97,2.92,371.12,16,7805.68
7049.58,10.41,0.58,117.44,12,3744.17
6873.65,7.75,2.26,460.52,12,3704.81
2754.97,6.85,0.58,368.06,8,1481.45
3300.56,6.67,0.77,372.03,8,1563.16
4337.76,6.39,2.99,85.43,12,2314.89
9172.46,9.95,1.14,648.69,16,5246.73
19851.45,15.54,2.28,337.11,24,12624.0
4014.15,7.59,5.26,267.19,8,2250.31
19664.73,8.07,0.52,385.81,16,10600.74
17733.58,17.31,4.04,25.25,24,11850.36
3329.18,7.18,0.34,81.97,8,1546.5
7617.54,10.17,0.74,794.95,16,4782.1
3476.6,4.62,0.07,211.59,8,1760.4
1189.49,5.19,1.18,529.97,8,797.93
6593.96,10.87,4.34,282.17,12,3502.62
10198.57,10.44,0.16,160.92,12,5514.8
4386.08,10.23,3.52,81.48,12,2399.54
7309.53,16.22,1.1,244.35,24,5080.54
11122.18,10.8,0.99,278.65,12,5622.04
3275.63,4.96,0.1,108.86,8,1500.29
1431.94,11.76,0.06,251.91,12,863.28
2326.93,6.49,1.07,424.43,8,1338.21
12632.65,7.86,0.34,55.0,12,5598.38
19797.6,21.1,0.32,125.37,24,12983.77
7108.12,10.76,0.35,163.02,16,4059.01
7209.55,6.16,0.81,350.37,12,3726.99
8933.88,9.23,1.27,865.82,12,5194.21
7534.69,7.77,1.09,924.75,8,3717.3
6230.06,9.14,0.25,63.71,12,2939.56
9577.86,19.04,3.54,284.39,24,5969.35
5712.92,9.21,2.07,398.83,12,3227.71
8594.58,15.26,2.3,311.4,24,6067.41
9808.22,11.77,0.89,318.81,16,5294.84
3291.16,5.49,0.74,145.93,8,1632.72
3703.66,21.56,0.12,708.57,24,2681.19
7460.64,8.5,1.4,104.64,16,4410.52
4864.29,14.29,1.29,128.19,16,2710.12
15873.4,20.79,1.22,338.2,24,10037.8
3907.98,17.59,0.64,233.46,24,2302.5
8418.41,6.45,0.7,265.83,8,4228.12
2323.0,14.53,0.59,156.6,16,1514.33
9078.39,20.03,1.86,535.94,24,5327.26
4433.96,8.0,2.6,536.56,8,2519.66
8625.59,9.78,1.45,175.45,16,5090.24
14734.26,20.22,0.03,552.97,24,9467.81
3835.76,6.39,2.41,196.66,12,2061.5
6945.58,12.33,1.36,260.24,16,4198.17
2864.49,5.64,0.22,521.99,8,1481.21
6236.54,14.45,4.31,168.36,16,3694.04
4342.26,4.4,1.16,286.34,8,2290.48
7339.73,4.69,0.08,665.94,8,3866.28
7804.65,14.2,0.27,223.55,24,5115.5
3070.29,6.92,0.43,11.72,12,1563.78
9157.92,23.24,1.35,287.13,24,5800.9
20363.34,18.52,0.06,235.74,24,13676.65
7060.08,13.06,0.48,274.5,16,3823.09
15936.01,14.51,0.58,96.36,24,9940.49
10118.21,9.68,0.2,589.22,16,5890.02
2879.94,8.63,0.06,205.77,12,1596.88
2812.35,14.46,0.02,288.4,16,1706.38
15040.93,15.78,1.39,38.81,24,9257.64
1583.09,7.37,0.07,231.4,8,952.07
5167.33,11.7,2.29,205.47,16,3111.57
4239.12,5.19,0.88,215.99,8,2047.05
2787.69,13.05,0.22,127.85,16,1497.87
7849.21,14.41,5.1,145.6,16,4719.68
3821.35,5.93,0.52,519.35,8,1834.49
15896.68,15.63,1.11,361.29,24,9876.17
6550.76,6.66,0.19,100.29,12,3512.81
7702.51,9.2,0.4,181.89,16,3749.2
11671.14,13.63,0.78,296.97,16,6178.86
7571.06,8.85,0.36,330.36,16,4647.66
4010.26,9.98,8.2,238.9,16,2721.3
1892.78,7.36,1.13,179.77,8,988.15
2096.32,7.38,0.0,389.56,12,1261.57
7923.92,9.42,3.47,323.36,16,4495.79
4071.65,9.12,1.58,233.17,16,2254.95
6720.81,11.35,0.3,373.29,16,3976.06
2481.3,7.47,0.11,258.39,8,1308.76
8038.89,6.48,0.5,520.45,12,4335.2
7405.07,6.17,0.3,103.68,12,3778.11
9586.98,8.65,2.22,726.33,12,5213.94
3452.29,11.49,1.68,156.38,12,1741.01
15446.0,13.65,2.53,966.96,24,10512.06
5622.44,14.39,0.78,431.27,16,3491.56
5780.52,8.28,1.1,260.62,12,3032.89
1982.12,13.58,0.55,1090.89,24,1805.28
4084.25,11.61,1.9,104.95,12,2278.88
8515.76,6.12,0.22,168.2,12,4737.84
4397.03,13.96,0.21,574.18,16,2383.76
12350.77,12.15,1.5,507.83,16,7751.27
29767.9,16.73,6.58,428.4,24,20160.16
3836.45,4.29,0.33,142.94,8,2028.32
4019.19,10.73,2.39,438.89,16,2487.56
5396.11,10.15,2.28,414.97,12,3002.51
3730.25,11.94,0.75,453.52,12,2136.96
10300.35,19.16,0.19,256.59,24,6173.16
3261.52,5.1,9.68,292.98,8,1786.21
5475.07,20.59,6.24,462.26,24,4201.44
7195.8,8.43,2.22,326.44,16,4374.45
7693.52,22.9,0.58,23.14,24,5068.27
4814.79,7.98,1.8,194.53,8,2317.25
2803.52,4.83,1.08,556.01,8,1715.9
2726.18,7.12,2.25,183.9,8,1380.4
2956.96,8.57,2.15,64.75,12,1679.28
2015.78,5.43,2.89,249.53,8,1138.14
4070.11,5.4,0.06,787.62,8,2312.32
3237.51,10.02,3.35,154.91,16,2103.96
4989.93,7.68,1.92,626.44,8,2490.37
5467.92,11.21,0.11,451.87,12,3002.47
6860.3,12.45,0.15,30.73,16,3502.96
5507.9,4.25,0.48,198.91,8,2840.95
3386.76,4.07,0.8,1229.3,8,2027.16
4711.65,10.93,5.51,92.0,16,2916.71
6130.13,12.94,2.01,41.61,16,3610.7
4262.35,11.91,1.81,620.61,12,2591.71
12533.77,15.83,0.07,81.27,24,7713.55
5426.19,11.63,0.92,916.44,16,3808.83
4544.06,9.25,0.19,148.08,16,2552.83
1986.57,5.48,2.54,331.05,8,1084.52
20434.61,22.73,3.21,262.87,24,12953.16
14315.71,23.8,0.98,169.86,24,9178.84
2614.45,5.12,0.56,97.67,8,1303.79
8542.95,10.2,0.51,585.08,16,4841.44
4706.76,10.8,1.23,273.02,12,2668.9
7487.74,9.88,0.74,100.77,12,4234.23
13980.77,12.94,4.05,129.63,16,7243.25
4006.13,5.47,1.62,751.35,8,2425.14
3883.51,7.02,0.07,93.77,12,2205.61
1587.73,5.91,0.98,318.35,8,904.15
3536.1,5.58,6.0,81.73,8,1885.95
5761.63,19.16,0.74,161.24,24,3670.41
11009.4,18.94,0.21,333.03,24,7204.71
3333.37,12.65,1.59,168.34,24,2395.37
2601.92,6.29,0.29,507.86,8,1651.41
4410.74,7.24,0.48,428.02,8,2316.33
3745.12,6.36,0.33,206.19,12,2011.99
3450.25,5.46,2.62,110.82,8,1856.86
12800.83,19.12,0.88,267.74,24,7689.96
4152.84,6.05,2.4,67.76,8,1940.36
9869.2,23.25,0.57,305.41,24,6571.19
3571.74,8.71,3.51,882.51,16,2598.43
5446.36,13.32,0.61,174.41,16,3267.47
2726.95,7.18,0.51,291.36,8,1365.64
5142.45,9.96,2.53,254.04,12,2739.04
9138.52,14.26,0.59,168.77,24,5602.94
10147.08,9.2,1.93,329.57,12,5312.69
7339.2,14.47,0.01,381.37,16,4387.24
3423.86,11.44,0.43,375.44,12,1714.74
19677.23,12.37,0.45,326.64,24,12135.88
6971.53,7.33,0.55,98.84,8,3323.93
11975.4,13.14,8.42,70.21,16,6689.74
3022.02,5.06,1.8,426.61,8,1805.84
6164.25,4.81,0.13,388.08,8,3012.68
10565.4,18.91,3.03,268.79,24,7396.35
11929.92,8.47,7.13,358.21,12,6280.27
8791.1,11.69,0.26,273.72,16,4481.64
2312.96,14.2,0.03,318.86,16,1457.04
5717.75,4.1,0.49,43.68,8,3118.4
16152.28,15.88,0.8,136.36,24,10133.96
7271.78,14.81,1.97,112.53,16,4025.21
5866.67,22.05,0.95,71.96,24,3845.04
2131.23,5.94,4.63,7.7,8,1067.05
2495.36,10.08,1.33,64.67,12,1252.56
2656.24,7.67,3.14,224.87,12,1559.22
9285.66,13.0,1.91,425.77,16,5037.02
2477.88,7.78,2.7,188.44,8,1374.73
5423.67,14.1,0.07,719.96,16,3460.51
5518.7,10.1,1.89,284.32,12,2882.3
2400.68,7.81,0.11,74.35,8,1227.51
